district,hazard,rp,dk_tot,dw_tot,res_tot,dk_lim,dw_lim,res_lim,dk_sub,dw_sub,res_sub,ratio_dw_lim_tot,avg_reco_t,sub_avg_reco_t,non_sub_avg_reco_t,pct_subs
Kurunegala,PF,25.0,1422.221008214646,1980.9356577871492,0.7179541660648239,,,,1422.221008214646,1980.9356577871492,0.7179541660648239,,2.9936781938198944,,2.9936781938198944,0.06313810532075277
Kurunegala,PF,50.0,1501.0407530910336,2132.3645915686484,0.7039325071454179,,,,1501.0407530910336,2132.3645915686484,0.7039325071454179,,2.81253451242656,,2.81253451242656,0.06627855246567488
Kurunegala,PF,100.0,1696.9510345306016,2382.0626432320923,0.7123872410962712,,,,1696.9510345306016,2382.0626432320923,0.7123872410962712,,5.653289389714948,,5.653289389714948,0.06267216375622733
Kurunegala,PF,250.0,1769.3529382193667,2502.99363311868,0.7068947019312983,,,,1769.3529382193667,2502.99363311868,0.7068947019312983,,3.9996990112554016,,3.9996990112554016,0.06426568362516516
Kurunegala,PF,500.0,1922.275497673566,2673.234545385086,0.7190822447630226,,,,1922.275497673566,2673.234545385086,0.7190822447630226,,24.782831547380688,,24.782831547380688,0.06053570222958589
Kurunegala,PF,1000.0,2094.865668790263,2954.346293508444,0.7090792549923111,,,,2094.865668790263,2954.346293508444,0.7090792549923111,,3.0002556089405217,,3.0002556089405217,0.06421908967769524
Mannar,PF,5.0,237.15690203549485,1282.335424014657,0.18494139489106412,5.638919491806647,126.14943099676786,0.0447003164996529,231.51798254368822,1156.1859930178891,0.20024285360816169,0.09837475330894857,5.479474246413893,9.085017707051383,5.403085613773269,0.2285722415144163
Mannar,PF,10.0,285.01074074670686,1484.8114842570578,0.19195079225112216,8.71484379436809,247.01456809472555,0.03528068753834028,276.2958969523388,1237.7969161623323,0.22321585499579938,0.16636089544951363,6.984311361284204,9.596227828290202,6.950967746811786,0.23990759099986256
Mannar,PF,25.0,312.6008022207486,1699.1251902771671,0.18397749854426917,10.048399598407775,263.81115999301505,0.0380893651302463,302.55240262234076,1435.3140302841523,0.2107917823129227,0.15526293265652855,13.837826673061922,9.182407669741442,13.934814568964434,0.21160966551674826
Mannar,PF,50.0,305.90528538314123,1607.2816295962714,0.19032463244165912,2.572046483819783,105.29617536167484,0.02442677974755713,303.33323889932143,1501.9854542345965,0.20195484453203202,0.06551196344359632,8.076589914014917,9.101440248424392,8.055059444804636,0.21870841521580198
Mannar,PF,100.0,334.7653392124936,1843.635949345416,0.18157887370950443,9.43996333579902,284.44554885322816,0.033187242246740065,325.32537587669464,1559.190400492188,0.2086501916468954,0.1542850956850894,8.165301388269976,9.163128320411625,8.140039946949933,0.21932939937639043
Mannar,PF,250.0,345.78013224623743,1773.2870163412192,0.19499388934774772,,,,345.78013224623743,1773.2870163412192,0.19499388934774772,,13.314443154075104,9.47630142773426,13.377622441751498,0.20644705765936291
Mannar,PF,500.0,404.836626978217,2142.835825170482,0.1889256387367,13.245528156265248,358.41036302848494,0.03695632024795151,391.59109882195173,1784.4254621419975,0.21944940101442603,0.16725983335656155,12.221864745994344,8.781175679985457,12.279209563761158,0.21795504242331215
Mannar,PF,1000.0,437.8850520159543,2348.400840601886,0.18646095012626807,13.360376873363487,378.14760454694954,0.035331115978825954,424.52467514259075,1970.253236054935,0.21546706147917427,0.161023449663743,6.8099831301332845,9.145103525999353,6.751605120236633,0.20442534620741276
Matale,PF,5.0,73.92366616977763,105.86247884819991,0.6982990288351313,,,,73.92366616977763,105.86247884819991,0.6982990288351313,,6.246263398296931,,6.246263398296931,0.07288363713205115
Matale,PF,10.0,109.220014894432,146.82499575767454,0.7438788901767979,,,,109.220014894432,146.82499575767454,0.7438788901767979,,5.113519481207143,9.521094701611121,5.105854132997744,0.06590703666325791
Matale,PF,25.0,155.53419086829476,212.06292032405165,0.733434164872502,,,,155.53419086829476,212.06292032405165,0.733434164872502,,6.4085691794308355,,6.4085691794308355,0.06075545255117744
Matale,PF,50.0,167.7063009790373,233.58639929806932,0.7179626103360354,,,,167.7063009790373,233.58639929806932,0.7179626103360354,,3.271002609199314,,3.271002609199314,0.07786009168086906
Matale,PF,100.0,184.65570214410283,257.42543560337026,0.7173172367807981,,,,184.65570214410283,257.42543560337026,0.7173172367807981,,2.8890261583590875,7.999378821619113,2.8800448707259423,0.08129767679209528
Matale,PF,250.0,212.54671731386358,299.0673456760588,0.7106985111777737,,,,212.54671731386358,299.0673456760588,0.7106985111777737,,83.49012269347658,9.156131911602136,83.88066905485243,0.07193259416281497
Matale,PF,500.0,209.8272418386333,299.52736580449573,0.7005277840809694,,,,209.8272418386333,299.52736580449573,0.7005277840809694,,5.759002426337309,,5.759002426337309,0.06973028746752298
Matale,PF,1000.0,244.54775824232522,329.83816256916526,0.7414174161579768,,,,244.54775824232522,329.83816256916526,0.7414174161579768,,3.3216623480441996,,3.3216623480441996,0.06654666933442865
Moneragala,PF,5.0,18.279717792516415,61.37637347077356,0.29782987750524104,,,,18.279717792516415,61.37637347077356,0.29782987750524104,,7.138612582096714,9.165118900292205,7.134178213785565,0.2016609588339847
Moneragala,PF,10.0,23.989464541104184,81.26995607970719,0.29518244746651545,,,,23.989464541104184,81.26995607970719,0.29518244746651545,,8.14415793703512,,8.14415793703512,0.20571317855656168
Moneragala,PF,25.0,23.89441038398113,78.40776103019088,0.304745475065671,,,,23.89441038398113,78.40776103019088,0.304745475065671,,7.169228253844223,9.425672182357273,7.164344176076878,0.20007582399515447
Moneragala,PF,50.0,27.3819486437221,90.3896119225529,0.3029324726737774,,,,27.3819486437221,90.3896119225529,0.3029324726737774,,12.700670798615107,9.673811596491706,12.707124656188931,0.18593562782888018
Moneragala,PF,100.0,29.663835992666726,98.2428407533506,0.30194399678589334,,,,29.663835992666726,98.2428407533506,0.30194399678589334,,6.874174110956369,9.044208067390892,6.864759646937132,0.20536335616955706
Moneragala,PF,250.0,36.55528006102866,120.09912103925132,0.3043759166986868,,,,36.55528006102866,120.09912103925132,0.3043759166986868,,16.2240651420536,9.643502984689087,16.23827801928333,0.19797802583624552
Moneragala,PF,500.0,36.96291163486144,119.69366190646465,0.3088126058315965,,,,36.96291163486144,119.69366190646465,0.3088126058315965,,11.952058729736374,8.835363707613602,11.958775744870259,0.20106998468007337
Moneragala,PF,1000.0,42.485823409605025,138.8249358100508,0.3060388478604223,,,,42.485823409605025,138.8249358100508,0.3060388478604223,,8.97028565983572,8.06273102109059,8.972229031653162,0.18983282127940507
Mullaitivu,PF,5.0,13.299386581277194,87.85473761454072,0.15137927609126486,,,,13.299386581277194,87.85473761454072,0.15137927609126486,,26.223003662885084,9.662860299141636,26.39917540079725,0.3149955553288909
Mullaitivu,PF,10.0,18.496014980268754,126.04164944734305,0.1467452628664298,,,,18.496014980268754,126.04164944734305,0.1467452628664298,,10.298033255989212,9.001220069610367,10.30493119846995,0.3168454549147246
Mullaitivu,PF,25.0,22.03109407614584,148.27182271777946,0.1485858450535124,,,,22.03109407614584,148.27182271777946,0.1485858450535124,,6.9098389752226534,9.441601441737962,6.88261572289453,0.32199900318206465
Mullaitivu,PF,50.0,25.686200363891704,173.43094855037492,0.14810620929303667,,,,25.686200363891704,173.43094855037492,0.14810620929303667,,6.111001606358233,9.296380306504133,6.076933384966299,0.31777053185997417
Mullaitivu,PF,100.0,25.941827873524833,174.08989774977303,0.1490139761631209,,,,25.941827873524833,174.08989774977303,0.1490139761631209,,7.066657618082206,,7.066657618082206,0.31187373583096134
Mullaitivu,PF,250.0,28.081025232485054,181.97043727002978,0.15431641344475655,,,,28.081025232485054,181.97043727002978,0.15431641344475655,,10.05970676951999,9.330193308751209,10.067467551017529,0.31649861194787854
Mullaitivu,PF,500.0,28.651138384730853,193.25785310767444,0.14825342372383568,,,,28.651138384730853,193.25785310767444,0.14825342372383568,,6.462813447107299,9.228424785004991,6.447864196632176,0.3312752441775891
Mullaitivu,PF,1000.0,28.21065996134785,192.20408741106465,0.1467745058980668,,,,28.21065996134785,192.20408741106465,0.1467745058980668,,6.333044712003213,9.1546154630816,6.317710088356048,0.33060134753269277
Nuwara Eliya,PF,5.0,0.8976549166461032,1.8917729237214254,0.47450458001072865,,,,0.8976549166461032,1.8917729237214254,0.47450458001072865,,13.789181101240318,,13.789181101240318,0.0699301146478893
Nuwara Eliya,PF,10.0,0.909376889899322,1.869205398698473,0.4865045278237056,,,,0.909376889899322,1.869205398698473,0.4865045278237056,,4.535792301878185,,4.535792301878185,0.059159744308312105
Nuwara Eliya,PF,25.0,0.9105779293146642,1.9222975995672482,0.473692486282902,,,,0.9105779293146642,1.9222975995672482,0.473692486282902,,6.853601405711518,,6.853601405711518,0.05900407371910511
