region,hazard,rp,fa,v,,
VII - Central Visayas,EQ,250,0.310056624,0.190609721,,
VII - Central Visayas,EQ,500,0.498429354,0.191331818,,
VII - Central Visayas,EQ,1000,0.95,0.204835049,,
VII - Central Visayas,EQ,2000,0.95,0.567254344,,
VII - Central Visayas,HU,1,0.003839715,0.155246038,,
VII - Central Visayas,HU,10,0.010478513,0.15615504,,
VII - Central Visayas,HU,25,0.045933719,0.154866696,,
VII - Central Visayas,HU,30,0.057512974,0.156456212,,
VII - Central Visayas,HU,50,0.103453771,0.157196496,,
VII - Central Visayas,HU,100,0.195293798,0.155254514,,
VII - Central Visayas,HU,200,0.34381808,0.156032895,,
VII - Central Visayas,HU,250,0.396714849,0.155312365,,
VII - Central Visayas,HU,500,0.594476508,0.155681313,,
VII - Central Visayas,HU,1000,0.95,0.194870046,,
VII - Central Visayas,HU,2000,0.023144842,0.1569762,,
VII - Central Visayas,PF,1,0.007782196,0.156749011,,
VII - Central Visayas,PF,10,0.056891167,0.156298526,,
VII - Central Visayas,PF,25,0.107188567,0.155736073,,
VII - Central Visayas,PF,30,0.115973006,0.155960866,,
VII - Central Visayas,PF,50,0.14512718,0.156014542,,
VII - Central Visayas,PF,100,0.187079374,0.156711425,,
VII - Central Visayas,PF,200,0.227281977,0.156137001,,
VII - Central Visayas,PF,250,0.247559872,0.155725496,,
VII - Central Visayas,PF,500,0.285479246,0.156335669,,
VII - Central Visayas,PF,1000,0.308981416,0.15577539,,
VII - Central Visayas,PF,2000,0.023561971,0.155477066,,
VII - Central Visayas,SS,1,0.001987753,0.15600856,,
VII - Central Visayas,SS,10,0.004375065,0.154877265,,
VII - Central Visayas,SS,25,0.077241115,0.156496905,,
VII - Central Visayas,SS,30,0.087777946,0.156349604,,
VII - Central Visayas,SS,50,0.107820655,0.155227683,,
VII - Central Visayas,SS,100,0.128130554,0.157181523,,
VII - Central Visayas,SS,200,0.146415421,0.155293542,,
VII - Central Visayas,SS,250,0.158793573,0.155027862,,
VII - Central Visayas,SS,500,0.180635061,0.157104236,,
VII - Central Visayas,SS,1000,0.208019287,0.157187922,,
VII - Central Visayas,SS,2000,0.138489367,0.156436179,,
VIII - Eastern Visayas,EQ,1,0.002053797,0.199477885,,
VIII - Eastern Visayas,EQ,10,0.003471354,0.200758976,,
VIII - Eastern Visayas,EQ,25,0.026409139,0.200190158,,
VIII - Eastern Visayas,EQ,30,0.036733596,0.200275883,,
VIII - Eastern Visayas,EQ,50,0.084113269,0.199466495,,
VIII - Eastern Visayas,EQ,100,0.19709333,0.200199395,,
VIII - Eastern Visayas,EQ,200,0.363771987,0.199322914,,
VIII - Eastern Visayas,EQ,250,0.431514936,0.201320387,,
VIII - Eastern Visayas,EQ,500,0.585131637,0.199235223,,
VIII - Eastern Visayas,EQ,1000,0.71473053,0.200570489,,
VIII - Eastern Visayas,EQ,2000,0.347852765,0.201017094,,
VIII - Eastern Visayas,HU,1,0.009985025,0.165212869,,
VIII - Eastern Visayas,HU,10,0.049090768,0.166160693,,
VIII - Eastern Visayas,HU,25,0.151981924,0.165251305,,
VIII - Eastern Visayas,HU,30,0.178342538,0.166692823,,
VIII - Eastern Visayas,HU,50,0.275618538,0.166612601,,
VIII - Eastern Visayas,HU,100,0.467192565,0.165469388,,
VIII - Eastern Visayas,HU,200,0.771823835,0.166275218,,
VIII - Eastern Visayas,HU,250,0.892604768,0.165503428,,
VIII - Eastern Visayas,HU,500,0.95,0.227738037,,
VIII - Eastern Visayas,HU,1000,0.95,0.302971182,,
VIII - Eastern Visayas,HU,2000,1.00E-08,0.165662857,,
VIII - Eastern Visayas,PF,1,0.000580279,0.166884219,,
VIII - Eastern Visayas,PF,10,0.001858472,0.166217554,,
VIII - Eastern Visayas,PF,25,0.008134767,0.165504341,,
VIII - Eastern Visayas,PF,30,0.010350581,0.166124603,,
VIII - Eastern Visayas,PF,50,0.019153472,0.165485347,,
VIII - Eastern Visayas,PF,100,0.036675623,0.165801396,,
VIII - Eastern Visayas,PF,200,0.058945316,0.165037002,,
VIII - Eastern Visayas,PF,250,0.065201309,0.166471154,,
VIII - Eastern Visayas,PF,500,0.080509551,0.167200736,,
VIII - Eastern Visayas,PF,1000,0.102718836,0.166131257,,
VIII - Eastern Visayas,PF,2000,0.013543331,0.166094293,,
VIII - Eastern Visayas,SS,1,0.005216972,0.166621085,,
VIII - Eastern Visayas,SS,10,0.028178754,0.166284174,,
VIII - Eastern Visayas,SS,25,0.059409894,0.166870872,,
VIII - Eastern Visayas,SS,30,0.066598083,0.16553986,,
VIII - Eastern Visayas,SS,50,0.083908516,0.165972,,
VIII - Eastern Visayas,SS,100,0.103682238,0.165945242,,
VIII - Eastern Visayas,SS,200,0.126608451,0.165556402,,
VIII - Eastern Visayas,SS,250,0.135507961,0.166395347,,
VIII - Eastern Visayas,SS,500,0.164318118,0.165634279,,
VIII - Eastern Visayas,SS,1000,0.191109851,0.166569721,,
VIII - Eastern Visayas,SS,2000,1.00E-08,0.166900104,,
X - Northern Mindanao,EQ,1,0.000357551,0.194861297,,
X - Northern Mindanao,EQ,10,0.000440687,0.197305489,,
X - Northern Mindanao,EQ,25,0.006474882,0.19620833,,
X - Northern Mindanao,EQ,30,0.009767965,0.194684916,,
X - Northern Mindanao,EQ,50,0.023913344,0.19753425,,
X - Northern Mindanao,EQ,100,0.067673811,0.195419539,,
X - Northern Mindanao,EQ,200,0.164544769,0.197637457,,
X - Northern Mindanao,EQ,250,0.200710557,0.196497259,,
X - Northern Mindanao,EQ,500,0.315780843,0.194939004,,
X - Northern Mindanao,EQ,1000,0.530720362,0.195769605,,
X - Northern Mindanao,EQ,2000,0.95,0.31543093,,
X - Northern Mindanao,HU,1,0.000117112,0.162062865,,
X - Northern Mindanao,HU,10,0.000146581,0.162298861,,
X - Northern Mindanao,HU,25,0.002910525,0.16082307,,
X - Northern Mindanao,HU,30,0.004290336,0.161747931,,
X - Northern Mindanao,HU,50,0.011606544,0.163413692,,
X - Northern Mindanao,HU,100,0.036220186,0.161194695,,
X - Northern Mindanao,HU,200,0.097804983,0.161884931,,
X - Northern Mindanao,HU,250,0.136130274,0.161271664,,
X - Northern Mindanao,HU,500,0.277853208,0.160426556,,
X - Northern Mindanao,HU,1000,0.61392045,0.161187911,,
X - Northern Mindanao,HU,2000,0.95,0.405442936,,
X - Northern Mindanao,PF,1,0.000433064,0.161279328,,
X - Northern Mindanao,PF,10,0.001123864,0.161353152,,
X - Northern Mindanao,PF,25,0.005895244,0.161921038,,
X - Northern Mindanao,PF,30,0.006759861,0.161937056,,
X - Northern Mindanao,PF,50,0.010295257,0.161539364,,
X - Northern Mindanao,PF,100,0.020277867,0.161393526,,
X - Northern Mindanao,PF,200,0.048530476,0.161417377,,
X - Northern Mindanao,PF,250,0.066601987,0.161987447,,
X - Northern Mindanao,PF,500,0.203250984,0.162007778,,
X - Northern Mindanao,PF,1000,0.363684496,0.163146115,,
X - Northern Mindanao,PF,2000,0.21444249,0.162571524,,
X - Northern Mindanao,SS,1,1.00E-08,0.161108501,,
X - Northern Mindanao,SS,10,1.00E-08,0.162557778,,
X - Northern Mindanao,SS,25,1.00E-08,0.161758204,,
X - Northern Mindanao,SS,30,1.00E-08,0.161502385,,
X - Northern Mindanao,SS,50,1.00E-08,0.160303718,,
X - Northern Mindanao,SS,100,0.000151544,0.163012325,,
X - Northern Mindanao,SS,200,0.009756065,0.163714577,,
X - Northern Mindanao,SS,250,0.011763875,0.162295942,,
X - Northern Mindanao,SS,500,0.044238553,0.160736288,,
X - Northern Mindanao,SS,1000,0.052260429,0.162425942,,
X - Northern Mindanao,SS,2000,0.141649427,0.160829172,,
XI - Davao,EQ,1,0.002603025,0.20191794,,
XI - Davao,EQ,10,0.004104002,0.202203483,,
XI - Davao,EQ,25,0.029531308,0.203007759,,
XI - Davao,EQ,30,0.044558375,0.202883508,,
XI - Davao,EQ,50,0.110397007,0.202322918,,
XI - Davao,EQ,100,0.251826833,0.201209731,,
XI - Davao,EQ,200,0.416627261,0.202730664,,
XI - Davao,EQ,250,0.480475777,0.201698194,,
XI - Davao,EQ,500,0.650249192,0.202974828,,
XI - Davao,EQ,1000,0.918478984,0.20171759,,
XI - Davao,EQ,2000,0.057578263,0.203420985,,
XI - Davao,HU,1,1.00E-08,0.167088381,,
XI - Davao,HU,10,1.00E-08,0.166814085,,
XI - Davao,HU,25,8.29E-05,0.166284062,,
XI - Davao,HU,30,0.000183305,0.167135874,,
XI - Davao,HU,50,0.00114908,0.165406873,,
XI - Davao,HU,100,0.004945191,0.166623072,,
XI - Davao,HU,200,0.017342986,0.16697076,,
XI - Davao,HU,250,0.023744254,0.16563036,,
XI - Davao,HU,500,0.055555602,0.167631637,,
XI - Davao,HU,1000,0.114451873,0.16650488,,
XI - Davao,HU,2000,0.45504677,0.166635106,,
XI - Davao,PF,1,1.71E-06,0.166386801,,
XI - Davao,PF,10,2.15E-06,0.166070133,,
XI - Davao,PF,25,0.002952339,0.167019204,,
XI - Davao,PF,30,0.00447654,0.166945145,,
XI - Davao,PF,50,0.009336463,0.166782038,,
XI - Davao,PF,100,0.017686186,0.166625808,,
XI - Davao,PF,200,0.028558956,0.166119635,,
XI - Davao,PF,250,0.032758649,0.165846295,,
XI - Davao,PF,500,0.046747649,0.166389475,,
XI - Davao,PF,1000,0.096052824,0.166661648,,
XI - Davao,PF,2000,0.458939752,0.166537184,,
XI - Davao,SS,1,1.00E-08,0.167107803,,
XI - Davao,SS,10,1.00E-08,0.16582713,,
XI - Davao,SS,25,0.000164616,0.167345096,,
XI - Davao,SS,30,0.000176669,0.166467468,,
XI - Davao,SS,50,0.000185082,0.166333114,,
XI - Davao,SS,100,0.000200626,0.16609174,,
XI - Davao,SS,200,0.000225699,0.166371827,,
XI - Davao,SS,250,0.000241534,0.166236163,,
XI - Davao,SS,500,0.000356656,0.166694177,,
XI - Davao,SS,1000,0.009110452,0.166400848,,
XI - Davao,SS,2000,0.025381484,0.166486165,,
XII - SOCCSKSARGEN,EQ,1,0.00177088,0.224535345,,
XII - SOCCSKSARGEN,EQ,10,0.002849523,0.224089649,,
XII - SOCCSKSARGEN,EQ,25,0.019010408,0.224908315,,
XII - SOCCSKSARGEN,EQ,30,0.025969688,0.225409462,,
XII - SOCCSKSARGEN,EQ,50,0.05761185,0.224245417,,
XII - SOCCSKSARGEN,EQ,100,0.141816388,0.225569833,,
XII - SOCCSKSARGEN,EQ,200,0.279743312,0.223171692,,
XII - SOCCSKSARGEN,EQ,250,0.336084256,0.224806058,,
XII - SOCCSKSARGEN,EQ,500,0.507596974,0.224758207,,
XII - SOCCSKSARGEN,EQ,1000,0.668827485,0.22348077,,
XII - SOCCSKSARGEN,EQ,2000,0.038491562,0.22426006,,
XII - SOCCSKSARGEN,HU,1,1.00E-08,0.187467641,,
XII - SOCCSKSARGEN,HU,10,1.00E-08,0.1889555,,
XII - SOCCSKSARGEN,HU,25,1.94E-06,0.189333034,,
XII - SOCCSKSARGEN,HU,30,6.57E-06,0.188459805,,
XII - SOCCSKSARGEN,HU,50,5.41E-05,0.190035961,,
XII - SOCCSKSARGEN,HU,100,0.000371969,0.187604357,,
XII - SOCCSKSARGEN,HU,200,0.001234661,0.18958582,,
XII - SOCCSKSARGEN,HU,250,0.002233975,0.188731921,,
XII - SOCCSKSARGEN,HU,500,0.007664389,0.188494739,,
XII - SOCCSKSARGEN,HU,1000,0.016312562,0.188842583,,
XII - SOCCSKSARGEN,HU,2000,0.045774185,0.188489569,,
XII - SOCCSKSARGEN,PF,1,1.00E-08,0.188645181,,
XII - SOCCSKSARGEN,PF,10,1.00E-08,0.188034928,,
XII - SOCCSKSARGEN,PF,25,1.07E-05,0.18914696,,
XII - SOCCSKSARGEN,PF,30,2.51E-05,0.188594059,,
XII - SOCCSKSARGEN,PF,50,0.00022999,0.188931469,,
XII - SOCCSKSARGEN,PF,100,0.001209957,0.187919926,,
XII - SOCCSKSARGEN,PF,200,0.003267502,0.188185199,,
XII - SOCCSKSARGEN,PF,250,0.004122209,0.189466672,,
XII - SOCCSKSARGEN,PF,500,0.008397274,0.187680587,,
XII - SOCCSKSARGEN,PF,1000,0.021371142,0.187429864,,
XII - SOCCSKSARGEN,PF,2000,0.092429082,0.187716693,,
XIII - Caraga,EQ,1,0.002901028,0.196314954,,
XIII - Caraga,EQ,10,0.004720196,0.19700565,,
XIII - Caraga,EQ,25,0.032489471,0.196017338,,
XIII - Caraga,EQ,30,0.046937992,0.19430759,,
XIII - Caraga,EQ,50,0.119881823,0.19645292,,
XIII - Caraga,EQ,100,0.33623134,0.198388284,,
XIII - Caraga,EQ,200,0.666666318,0.195795063,,
XIII - Caraga,EQ,250,0.758909511,0.196092896,,
XIII - Caraga,EQ,500,0.95,0.20342107,,
XIII - Caraga,EQ,1000,0.95,0.240212042,,
XIII - Caraga,EQ,2000,0.95,0.226726199,,
XIII - Caraga,HU,1,0.001400307,0.162402977,,
XIII - Caraga,HU,10,0.003114098,0.16286671,,
XIII - Caraga,HU,25,0.017529394,0.160534977,,
XIII - Caraga,HU,30,0.022789052,0.162595302,,
XIII - Caraga,HU,50,0.047687392,0.162517469,,
XIII - Caraga,HU,100,0.098455987,0.161419491,,
XIII - Caraga,HU,200,0.175108942,0.163584818,,
XIII - Caraga,HU,250,0.211471461,0.161410133,,
XIII - Caraga,HU,500,0.312680834,0.161848275,,
XIII - Caraga,HU,1000,0.422260218,0.16279818,,
XIII - Caraga,HU,2000,0.175073851,0.163047026,,
XIII - Caraga,PF,1,0.00015863,0.161084532,,
XIII - Caraga,PF,10,0.000338981,0.16202394,,
XIII - Caraga,PF,25,0.002022918,0.162418561,,
XIII - Caraga,PF,30,0.002848567,0.162255021,,
XIII - Caraga,PF,50,0.00691527,0.161213028,,
XIII - Caraga,PF,100,0.017953128,0.163567172,,
XIII - Caraga,PF,200,0.032976244,0.163644202,,
XIII - Caraga,PF,250,0.039436439,0.162850922,,
XIII - Caraga,PF,500,0.062343286,0.163235608,,
XIII - Caraga,PF,1000,0.089302541,0.163373991,,
XIII - Caraga,PF,2000,0.111124665,0.162882172,,
XIII - Caraga,SS,1,0.000205883,0.161750876,,
XIII - Caraga,SS,10,0.00345982,0.162861403,,
XIII - Caraga,SS,25,0.005839363,0.16233778,,
XIII - Caraga,SS,30,0.006274278,0.162726378,,
XIII - Caraga,SS,50,0.007163261,0.163416864,,
XIII - Caraga,SS,100,0.009110493,0.161161329,,
XIII - Caraga,SS,200,0.010673418,0.160789827,,
XIII - Caraga,SS,250,0.010959503,0.161036532,,
XIII - Caraga,SS,500,0.012237962,0.162006926,,
XIII - Caraga,SS,1000,0.014175958,0.161193307,,
XIII - Caraga,SS,2000,0.001300463,0.161203369,,
