,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
113,Ampara,PF,5.0,52106087081,helped,a,43493.30859375,2.7016343617448424,2549.999937057495,83593.05602601012,246670.92951334995,0.6750000000000004,39312,0,39312.0,2.008754577557463e-05,0.0,0.6750000000000004,39451.50615743414,0.0,39451.50615743414,1,36346.798828125,500.0,50.0,0,0.006917431932111184,0.008114144778631456,-1,0.0,0.0,36360.95,18671.669999999995,6968.39,10652.0,1.94,99519.94288553305,12102.73,12102.73,0,36967.66,10652.0,502.43,10652.0
114,Ampara,PF,5.0,52106087101,helped,a,43493.30859375,8.104903085234527,0.0,109560.94239340327,333470.8444788263,1.1150000000000009,26796,0,26796.0,2.008754577557463e-05,0.0,1.1150000000000009,38681.293194561666,0.0,38681.293194561666,1,36346.798828125,500.0,50.0,0,0.006042297661011904,0.0018723467168284842,-1,0.0,0.0,23555.289999999997,20198.49,9133.19,3481.0,2.16,195059.243669784,7907.09,7907.09,0,34741.59,3481.0,595.18,3481.0
115,Ampara,PF,5.0,52106089011,helped,a,43493.30859375,5.065581348701985,0.0,109460.61854574835,333165.488596812,1.2150000000000007,22309,0,22309.0,2.008754577557463e-05,0.0,1.2150000000000007,34434.996502368864,0.0,34434.996502368864,1,36346.798828125,500.0,50.0,0,0.006045065997810951,0.0005467200262933613,-1,0.0,0.0,19385.54,20388.739999999998,9124.83,1033.0,2.886,100525.04350221327,6519.93,6519.93,0,30631.26,1033.0,563.44,1033.0
116,Ampara,PF,5.0,52106089021,helped,a,43493.30859375,4.052465078961589,0.0,109595.95788888192,333577.4212076498,1.2150000000000007,22065,0,22065.0,2.008754577557463e-05,0.0,1.2150000000000007,34058.37096350213,0.0,34058.37096350213,1,36346.798828125,500.0,50.0,0,0.006041332338236852,0.0005401844933000966,-1,0.0,0.0,19173.52,20439.360000000004,9136.11,1022.0,2.886,79540.4877810328,6448.62,6448.62,0,30296.25,1022.0,557.27,1022.0
117,Ampara,PF,5.0,52106089031,helped,a,43493.30859375,5.065581348701985,0.0,70164.67210347485,213560.3432006852,0.7550000000000004,30488,0,30488.0,2.008754577557463e-05,0.0,0.7550000000000004,33035.18979085668,0.0,33035.18979085668,1,36346.798828125,500.0,50.0,0,0.007550413659254127,0.005831781763264381,-1,0.0,0.0,27939.730000000003,17815.27,5849.05,6607.0,2.132,143604.9254915549,9314.04,9314.04,0,30717.65,6607.0,460.28,6607.0
118,Ampara,PF,5.0,52106089051,helped,a,43493.30859375,6.078697618442383,0.0,100677.30728496987,306431.70774875185,0.7550000000000004,41382,0,41382.0,2.008754577557463e-05,0.0,0.7550000000000004,44839.353972882156,0.0,44839.353972882156,1,36346.798828125,500.0,50.0,0,0.006303245173860856,0.006994724905113169,-1,0.0,0.0,37923.200000000004,19583.36,8392.64,11210.0,1.836,233901.65857725882,12642.14,12642.14,0,41693.72,11210.0,581.54,11210.0
119,Ampara,PF,5.0,52106089061,helped,a,43493.30859375,7.09181388818278,0.0,84970.9474136036,258626.23094675408,0.6150000000000003,46972,0,46972.0,2.008754577557463e-05,0.0,0.6150000000000003,44320.30332642745,0.0,44320.30332642745,1,36346.798828125,500.0,50.0,0,0.006861116053951067,0.010998378881596414,-1,0.0,0.0,43748.33,18636.2,7083.32,14182.0,1.853,313953.3243033518,14544.73,14544.73,0,41770.67,14182.0,526.82,14182.0
120,Ampara,PF,5.0,52106089071,helped,a,43493.30859375,4.052465078961589,0.0,132833.48521517144,404305.52642303664,1.1150000000000009,30439,0,30439.0,2.008754577557463e-05,0.0,1.1150000000000009,43940.13597362526,0.0,43940.13597362526,1,36346.798828125,500.0,50.0,0,0.005487521210151489,0.001951323081032218,-1,0.0,0.0,26757.72,21672.99,11073.23,4394.0,2.065,110789.4917760643,8982.09,8982.09,0,39464.84,4394.0,667.63,4394.0
121,Ampara,PF,5.0,52106089081,helped,a,43493.30859375,6.078697618442383,0.0,84085.96240588828,255932.60043001163,1.0350000000000006,24043,0,24043.0,2.008754577557463e-05,0.0,1.0350000000000006,32783.76750398739,0.0,32783.76750398739,1,36346.798828125,500.0,50.0,0,0.0068971273669144,0.0020734820426892724,-1,0.0,0.0,21331.63,18637.829999999998,7009.55,2951.0,2.327,132280.36248421023,7149.62,7149.62,0,29672.57,2951.0,509.2,2951.0
122,Ampara,PF,5.0,52106089101,helped,a,43493.30859375,4.052465078961589,0.0,127978.68286044888,389528.9554512941,1.0350000000000006,33961,0,33961.0,2.008754577557463e-05,0.0,1.0350000000000006,46307.429530545916,0.0,46307.429530545916,1,36346.798828125,500.0,50.0,0,0.005590635495778257,0.0030294905151205405,-1,0.0,0.0,30131.149999999994,21230.370000000003,10668.52,6483.0,1.9,124564.91474502604,10098.91,10098.91,0,41912.8,6483.0,674.66,6483.0
123,Ampara,PF,5.0,52107005011,helped,a,43493.30859375,1.8010988102314913,0.0,63104.56149987555,192071.47140326689,0.7950000000000005,24785,0,24785.0,2.008754577557463e-05,0.0,0.802,26807.762671750548,0.0,26807.762671750548,2,36346.798828125,500.0,50.0,0,0.007961586520180888,0.0038503069217477003,-1,0.0,0.0,22633.45,17533.170000000002,5260.5,4021.0,2.519,41399.91316407624,7551.96,7551.96,0,25986.67,4021.0,419.38,4021.0
124,Ampara,PF,5.0,52107005021,helped,a,43493.30859375,3.6021976204629826,0.0,109066.8582835065,331966.99975303677,0.7950000000000005,44030,0,44030.0,2.008754577557463e-05,0.0,0.7950000000000005,49469.787197960504,0.0,49469.787197960504,1,36346.798828125,500.0,50.0,0,0.006055968311743989,0.00744919233208074,-1,0.0,0.0,40163.71000000001,19973.310000000005,9092.0,12862.0,1.694,146910.83902774754,13399.36,13399.36,0,45822.38,12862.0,628.35,12862.0
125,Ampara,PF,5.0,52107005031,helped,a,43493.30859375,4.502747025578729,0.0,94159.8548303433,286594.5255703538,1.3350000000000009,18362,0,18362.0,2.008754577557463e-05,0.0,1.3350000000000009,30546.055347012287,0.0,30546.055347012287,1,36346.798828125,500.0,50.0,0,0.006517741103840728,0.0,-1,0.0,0.0,15735.96,19435.899999999998,7849.32,0.0,10.0,72701.26342005364,5304.72,5304.72,0,26859.6,0.0,510.93,0.0
126,Ampara,PF,5.0,52107005041,helped,a,43493.30859375,2.701648215347238,0.0,121584.14791990395,370065.897539506,0.6450000000000004,64299,0,64299.0,2.008754577557463e-05,0.0,0.6450000000000004,62598.11722783698,0.0,62598.11722783698,1,36346.798828125,500.0,50.0,0,0.005735767223428913,0.012821669718859176,-1,0.0,0.0,59678.85,20697.61,10135.46,23161.0,1.541,163247.49865958915,19852.52,19852.52,0,58826.74,23161.0,680.19,23161.0
127,Ampara,PF,5.0,52107005051,helped,a,43493.30859375,2.701648215347238,0.0,235450.40251307836,716640.8287817291,0.8450000000000005,88283,0,88283.0,2.008754577557463e-05,0.0,0.8450000000000005,103604.27544168856,0.0,103604.27544168856,1,36346.798828125,500.0,50.0,0,0.0041217370019739135,0.010033929438723933,-1,0.0,0.0,80066.67000000001,27263.52,19627.55,36261.0,1.242,219862.6442977985,26737.48,26737.48,0,95504.37,36261.0,1126.59,36261.0
128,Ampara,PF,5.0,52107005071,helped,a,43493.30859375,2.701648215347238,0.0,134965.1999862684,410793.8306432867,1.2150000000000007,27651,0,27651.0,2.008754577557463e-05,0.0,1.2150000000000007,42680.62612788567,0.0,42680.62612788567,1,36346.798828125,500.0,50.0,0,0.00544401225771081,0.0012950288768799859,-1,0.0,0.0,24027.51,21850.799999999996,11250.93,2988.0,2.189,66451.46855953848,8081.16,8081.16,0,37966.08,2988.0,665.46,2988.0
129,Ampara,PF,5.0,52107005081,helped,a,43493.30859375,1.8010988102314913,0.0,84332.98102342334,256684.4514564078,0.7950000000000005,32888,0,32888.0,2.008754577557463e-05,0.0,0.7950000000000005,36951.22328790654,0.0,36951.22328790654,1,36346.798828125,500.0,50.0,0,0.006887018817079963,0.005398082034907445,-1,0.0,0.0,30000.09,18662.280000000002,7030.14,7390.0,2.024,54867.17924287966,10008.59,10008.59,0,34226.81,7390.0,512.06,7390.0
130,Ampara,PF,5.0,52107005091,helped,a,43493.30859375,4.502747025578729,0.0,64345.62526859054,195848.8995082517,0.6450000000000004,32554,0,32554.0,2.008754577557463e-05,0.0,0.58,28048.826440465542,0.0,28048.826440465542,2,36346.798828125,500.0,50.0,0,0.007884433289677306,0.007131956124173134,-1,0.0,0.0,30527.339999999997,17841.98,5363.97,7293.0,2.527,139001.6468058958,10142.39,10142.39,0,28047.23,7293.0,396.88,7293.0
131,Ampara,PF,5.0,52107005101,helped,a,43493.30859375,4.502747025578729,0.0,70961.02853277481,215984.2147481865,0.9650000000000006,21267,0,21267.0,2.008754577557463e-05,0.0,0.9650000000000006,27509.870225733048,0.0,27509.870225733048,1,36346.798828125,500.0,50.0,0,0.007507927060938307,0.001593764667883975,-1,0.0,0.0,19021.999999999996,17988.3,5915.43,1926.0,2.756,87258.68958121992,6366.91,6366.91,0,25067.64,1926.0,441.43,1926.0
132,Ampara,PF,5.0,52107006011,helped,a,43493.30859375,6.48394446474715,0.0,355294.17015185003,1081409.527617161,0.9650000000000006,110650,0,110650.0,2.008754577557463e-05,0.0,0.9650000000000006,143131.0076869028,0.0,143131.0076869028,1,36346.798828125,500.0,50.0,0,0.0033553355244990684,0.008505110905103721,-1,0.0,0.0,98969.45000000001,34272.56000000001,29617.93,47233.0,1.149,653755.6959553913,33126.39,33126.39,0,130424.3,47233.0,1579.7,47233.0
133,Ampara,PF,5.0,52107006021,helped,a,43493.30859375,4.0524652904669685,0.0,91244.25233382499,277720.30081982736,1.2150000000000007,20110,0,20110.0,2.008754577557463e-05,0.0,1.2150000000000007,31040.73601069693,0.0,31040.73601069693,1,36346.798828125,500.0,50.0,0,0.0066210556360343075,0.00039350037422685585,-1,0.0,0.0,17474.700000000004,19189.159999999996,7606.28,621.0,3.22,72493.01164435323,5877.26,5877.26,0,27611.93,621.0,513.88,621.0
134,Ampara,PF,5.0,52107006031,helped,a,43493.30859375,3.241972232373575,0.0,110656.74693380306,336806.1467999649,1.2150000000000007,22474,0,22474.0,2.008754577557463e-05,0.0,1.2150000000000007,34689.681805291046,0.0,34689.681805291046,1,36346.798828125,500.0,50.0,0,0.006012305586393761,0.0005449863522024271,-1,0.0,0.0,19528.930000000004,20461.87,9224.54,1041.0,2.886,64811.88788349634,6568.15,6568.15,0,30857.82,1041.0,567.6,1041.0
135,Ampara,PF,5.0,52107006041,helped,a,43493.30859375,3.241972232373575,0.0,109929.5660298748,334592.8249279139,0.8450000000000005,38776,0,38776.0,2.008754577557463e-05,0.0,0.8450000000000005,45505.469734002196,0.0,45505.469734002196,1,36346.798828125,500.0,50.0,0,0.0060321584229177895,0.005625689501052085,-1,0.0,0.0,35167.2,20167.76,9163.92,10011.0,1.792,115882.51436146563,11743.74,11743.74,0,41947.8,10011.0,608.81,10011.0
136,Ampara,PF,5.0,52107006051,helped,a,43493.30859375,4.0524652904669685,0.0,141925.86564521177,431980.0216773862,1.1150000000000009,33875,0,33875.0,2.008754577557463e-05,0.0,1.1150000000000009,48900.164463568304,0.0,48900.164463568304,1,36346.798828125,500.0,50.0,0,0.005308834904735105,0.002454669774915592,-1,0.0,0.0,29778.170000000002,22063.11999999999,11831.19,5868.0,1.902,123295.56754335815,9996.0,9996.0,0,43919.69,5868.0,724.15,5868.0
137,Ampara,PF,5.0,52107006061,helped,a,43493.30859375,4.0524652904669685,0.0,111952.76557736653,340750.8411599089,0.7950000000000005,42891,0,42891.0,2.008754577557463e-05,0.0,0.7950000000000005,48190.06683415226,0.0,48190.06683415226,1,36346.798828125,500.0,50.0,0,0.005977403622490632,0.006739473551097032,-1,0.0,0.0,39124.73,20261.050000000003,9332.58,12048.0,1.744,160998.97516211052,13052.74,13052.74,0,44637.02,12048.0,621.37,12048.0
138,Ampara,PF,5.0,52107006071,helped,a,43493.30859375,1.6209861161867876,0.0,160570.82011554923,488729.70433498133,0.7550000000000004,70573,0,70573.0,2.008754577557463e-05,0.0,0.7550000000000004,76469.18292804148,0.0,76469.18292804148,1,36346.798828125,500.0,50.0,0,0.00499110472987685,0.010981455556302701,-1,0.0,0.0,64674.329999999994,22871.04,13385.46,26764.0,1.39,106372.41575585402,21559.94,21559.94,0,71104.58,26764.0,844.43,26764.0
139,Ampara,PF,5.0,52107006081,helped,a,43493.30859375,1.6209861161867876,0.0,102503.51537362748,311990.1407104912,1.2150000000000007,22716,0,22716.0,2.008754577557463e-05,0.0,1.2150000000000007,35063.2202495769,0.0,35063.2202495769,1,36346.798828125,500.0,50.0,0,0.006246843354568144,0.0007955008922592327,-1,0.0,0.0,19739.219999999998,19784.000000000004,8544.87,1403.0,2.649,32754.89362297969,6638.88,6638.88,0,31190.11,1403.0,566.95,1403.0
140,Ampara,PF,5.0,52107006091,helped,a,43493.30859375,1.6209861161867876,0.0,183805.6872954285,559449.7128577834,1.2150000000000007,38680,0,38680.0,2.008754577557463e-05,0.0,1.2150000000000007,59704.409194120206,0.0,59704.409194120206,1,36346.798828125,500.0,50.0,0,0.004664987915829347,0.0023100545621634696,-1,0.0,0.0,33611.23,24567.64,15322.36,7165.0,1.745,55773.85285464063,11304.44,11304.44,0,53109.38,7165.0,873.36,7165.0
141,Ampara,PF,5.0,52107006101,helped,a,43493.30859375,5.673451406653756,0.0,56957.65454961159,173362.11926683702,0.8450000000000005,20557,0,20557.0,2.008754577557463e-05,0.0,0.747,20660.855721486587,0.0,20660.855721486587,2,36346.798828125,500.0,50.0,0,0.008380191577398305,0.0023666012689849904,-1,0.0,0.0,18934.87,17498.52,4748.09,2273.0,3.263,108983.42724743245,6311.19,6311.19,0,20660.59,2273.0,351.44,2273.0
142,Ampara,PF,5.0,52107008011,helped,a,43493.30859375,5.065581348701985,0.0,56322.38932131482,171428.56130794788,1.0350000000000006,15592,0,15592.0,2.008754577557463e-05,0.0,1.058,20025.59049318982,0.0,20025.59049318982,2,36346.798828125,500.0,50.0,0,0.008427319522262403,0.00020480602904907044,-1,0.0,0.0,13866.21,17292.960000000003,4695.13,200.0,4.818,71686.99281893378,4649.53,4649.53,0,19622.11,200.0,370.39,200.0
143,Ampara,PF,5.0,52107008021,helped,a,43493.30859375,8.104930157923178,0.0,47926.84127464859,145875.0160770982,0.6450000000000004,25218,0,25218.0,2.008754577557463e-05,0.0,0.139,11630.042446523594,0.0,11630.042446523594,2,36346.798828125,500.0,50.0,0,0.00913567397012281,0.006353019702211918,-1,0.11560693641618495,0.11560693641618495,24825.569999999996,18077.360000000004,3995.26,4885.0,6.541,201749.1372305474,8178.25,8178.25,0,11638.26,4885.0,129.82,4885.0
144,Ampara,PF,5.0,52107008031,helped,a,43493.30859375,4.052465078961589,0.0,164646.035510192,501133.4450239302,0.7550000000000004,70567,0,70567.0,2.008754577557463e-05,0.0,0.7550000000000004,76462.68164429886,0.0,76462.68164429886,1,36346.798828125,500.0,50.0,0,0.004928949365651476,0.010669735496048693,-1,0.0,0.0,64668.84000000002,23211.130000000005,13725.17,26762.0,1.39,265908.4532797308,21558.11,21558.11,0,71098.54,26762.0,844.35,26762.0
145,Ampara,PF,5.0,52107008051,helped,a,43493.30859375,4.052465078961589,0.0,112096.952544023,341189.7032989468,0.9050000000000006,37267,0,37267.0,2.008754577557463e-05,0.0,0.9050000000000006,45970.606872732096,0.0,45970.606872732096,1,36346.798828125,500.0,50.0,0,0.00597355810750106,0.005029456777934611,-1,0.0,0.0,33565.0,20219.929999999997,9344.59,9194.0,1.778,138413.64680726622,11221.67,11221.67,0,42132.33,9194.0,627.61,9194.0
146,Ampara,PF,5.0,52107008061,helped,a,43493.30859375,4.052465078961589,0.0,103489.32813338377,314990.66084396647,0.9050000000000006,34368,0,34368.0,2.008754577557463e-05,0.0,0.9050000000000006,42394.553277753956,0.0,42394.553277753956,1,36346.798828125,500.0,50.0,0,0.006217019247739834,0.004491494239465303,-1,0.0,0.0,30953.99,19714.449999999997,8627.05,7631.0,1.895,127646.49024037004,10348.74,10348.74,0,38854.86,7631.0,595.13,7631.0
147,Ampara,PF,5.0,52107008071,helped,a,43493.30859375,3.0393488092211913,0.0,110492.90769608981,336307.4690068986,0.7150000000000004,51004,0,51004.0,2.008754577557463e-05,0.0,0.7150000000000004,53225.08600147121,0.0,53225.08600147121,1,36346.798828125,500.0,50.0,0,0.006016761468204552,0.009689679743596526,-1,0.0,0.0,46957.61,20071.089999999993,9210.88,16500.0,1.638,144700.35745821169,15641.81,15641.81,0,49682.25,16500.0,632.79,16500.0
148,Ampara,PF,5.0,52107008081,helped,a,43493.30859375,3.0393488092211913,0.0,106789.4331138882,325035.19652134355,0.7150000000000004,50157,0,50157.0,2.008754577557463e-05,0.0,0.7150000000000004,52341.20144647069,0.0,52341.20144647069,1,36346.798828125,500.0,50.0,0,0.0061202033902687455,0.00988169647788246,-1,0.0,0.0,46177.79,19828.85,8902.15,16226.0,1.638,142297.32671568907,15382.05,15382.05,0,48857.18,16226.0,622.28,16226.0
149,Ampara,PF,5.0,52107008091,helped,a,43493.30859375,4.052465078961589,0.0,97013.51810284807,295280.2257893551,1.0350000000000006,26073,0,26073.0,2.008754577557463e-05,0.0,1.0350000000000006,35551.76850357538,0.0,35551.76850357538,1,36346.798828125,500.0,50.0,0,0.0064211655733978365,0.0021676230154981492,-1,0.0,0.0,23132.7,19483.369999999995,8087.21,3555.0,2.225,95632.70503563691,7753.27,7753.27,0,32177.87,3555.0,545.36,3555.0
150,Ampara,PF,5.0,52108012011,helped,a,43493.30859375,0.8104930580933938,0.0,113177.18292328117,344477.6025168034,0.6450000000000004,59461,0,59461.0,2.008754577557463e-05,0.0,0.6450000000000004,57888.09543670064,0.0,57888.09543670064,1,36346.798828125,500.0,50.0,0,0.005944982161002693,0.012322504609786686,-1,0.0,0.0,55188.48,20253.42,9434.64,20840.0,1.584,45289.24171076926,18358.77,18358.77,0,54400.49,20840.0,640.15,20840.0
151,Ampara,PF,5.0,52108012021,helped,a,43493.30859375,2.4314791742801813,0.0,79599.75439087064,242277.9207367336,0.6150000000000003,42752,0,42752.0,2.008754577557463e-05,0.0,0.6150000000000003,40338.53376078144,0.0,40338.53376078144,1,36346.798828125,500.0,50.0,0,0.007088822986521706,0.009888456476236035,-1,0.0,0.0,39817.94,18392.469999999998,6635.57,12102.0,1.958,97970.56914801816,13238.02,13238.02,0,38017.96,12102.0,495.02,12102.0
152,Ampara,PF,5.0,52108012031,helped,a,43493.30859375,2.4314791742801813,0.0,92028.32169919947,280106.77420796745,0.8450000000000005,33500,0,33500.0,2.008754577557463e-05,0.0,0.8450000000000005,39313.834229654254,0.0,39313.834229654254,1,36346.798828125,500.0,50.0,0,0.006592790034782035,0.0049740597939158466,-1,0.0,0.0,30382.219999999998,19064.17,7671.64,7470.0,1.965,75086.33817740408,10145.85,10145.85,0,36240.24,7470.0,548.69,7470.0
153,Ampara,PF,5.0,52108012041,helped,a,43493.30859375,5.673451406653756,0.0,85275.89159812364,259554.3901292998,0.9650000000000006,25335,0,25335.0,2.008754577557463e-05,0.0,0.9650000000000006,32772.02060323256,0.0,32772.02060323256,1,36346.798828125,500.0,50.0,0,0.006848837488368308,0.002511644699267027,-1,0.0,0.0,22660.560000000005,18799.679999999997,7108.74,3605.0,2.287,130976.39142178357,7584.79,7584.79,0,29862.63,3605.0,500.61,3605.0
154,Ampara,PF,5.0,52108012051,helped,a,43493.30859375,4.0524652904669685,0.0,60262.31810700397,183420.52989318073,1.1150000000000009,15539,0,15539.0,2.008754577557463e-05,0.0,1.1150000000000009,22431.281346107397,0.0,22431.281346107397,1,36346.798828125,500.0,50.0,0,0.008147175635173797,0.0,-1,0.0,0.0,13659.720000000001,17450.419999999995,5023.57,0.0,10.0,56557.664481261585,4585.32,4585.32,0,20146.66,0.0,384.04,0.0
155,Ampara,PF,5.0,52108012061,helped,a,43493.30859375,4.862958348560363,0.0,42675.3724184343,129891.1105357611,0.8450000000000005,15795,0,15795.0,2.008754577557463e-05,0.0,0.078,6378.573590309302,0.0,6378.573590309302,2,36346.798828125,500.0,50.0,0,0.009681470707138227,0.0,-1,0.11560693641618495,0.11560693641618495,15655.620000000003,17681.190000000002,3557.49,0.0,10.0,76247.15064999719,5151.35,5151.35,0,6374.33,0.0,122.73,0.0
156,Ampara,PF,5.0,52108012071,helped,a,43493.30859375,2.4314791742801813,0.0,133294.00694921447,405707.21728291217,1.0350000000000006,35292,0,35292.0,2.008754577557463e-05,0.0,1.0350000000000006,48122.310974118154,0.0,48122.310974118154,1,36346.798828125,500.0,50.0,0,0.005478033501816533,0.0032473800613276095,-1,0.0,0.0,31312.059999999994,21560.529999999995,11111.61,7218.0,1.833,77668.15570902999,10494.71,10494.71,0,43555.47,7218.0,691.83,7218.0
157,Ampara,PF,5.0,52108012081,helped,a,43493.30859375,4.0524652904669685,0.0,90783.58997530212,276318.1819409606,0.7550000000000004,38227,0,38227.0,2.008754577557463e-05,0.0,0.7550000000000004,41420.762271552034,0.0,41420.762271552034,1,36346.798828125,500.0,50.0,0,0.006637832961400591,0.006868325221952272,-1,0.0,0.0,35031.89000000001,18990.620000000003,7567.88,9941.0,1.89,144045.8108166652,11678.29,11678.29,0,38514.94,9941.0,545.19,9941.0
158,Ampara,PF,5.0,52108012091,helped,a,43493.30859375,3.241972232373575,0.0,87664.8144021903,266825.5589186877,0.6150000000000003,46958,0,46958.0,2.008754577557463e-05,0.0,0.6150000000000003,44307.093664361324,0.0,44307.093664361324,1,36346.798828125,500.0,50.0,0,0.006754875312238424,0.010608760088333934,-1,0.0,0.0,43735.29,18861.699999999997,7307.89,14178.0,1.853,143478.733138709,14540.39,14540.39,0,41758.21,14178.0,526.66,14178.0
159,Ampara,PF,5.0,52108012101,helped,a,43493.30859375,3.241972232373575,0.0,68420.23129048738,208250.7854482385,0.7950000000000005,26808,0,26808.0,2.008754577557463e-05,0.0,0.7950000000000005,30120.055762046904,0.0,30120.055762046904,1,36346.798828125,500.0,50.0,0,0.007646060440180656,0.004278825287207233,-1,0.0,0.0,24453.98,17793.510000000002,5703.63,4819.0,2.305,80502.87138957281,8158.31,8158.31,0,27899.31,4819.0,440.61,4819.0
160,Ampara,PF,5.0,52108013011,helped,a,43493.30859375,3.6021976204629826,0.0,83332.13902238478,253638.18679324165,0.6750000000000004,41613,0,41613.0,2.008754577557463e-05,0.0,0.6750000000000004,41760.6133969732,0.0,41760.6133969732,1,36346.798828125,500.0,50.0,0,0.006928252877382987,0.00903410593548976,-1,0.0,0.0,38489.200000000004,18513.45,6946.7,11693.0,1.886,140460.67192459412,12811.06,12811.06,0,39131.37,11693.0,523.8,11693.0
161,Ampara,PF,5.0,52108013021,helped,a,43493.30859375,4.502747025578729,0.0,91730.93022111716,279201.60321207717,0.9650000000000006,27816,0,27816.0,2.008754577557463e-05,0.0,0.9650000000000006,35981.31143080785,0.0,35981.31143080785,1,36346.798828125,500.0,50.0,0,0.0066034682926052555,0.0030506461393184758,-1,0.0,0.0,24879.650000000005,19110.570000000003,7646.84,4678.0,2.114,114129.23770359332,8327.55,8327.55,0,32787.0,4678.0,535.76,4678.0
162,Ampara,PF,5.0,52108013031,helped,a,43493.30859375,2.701648215347238,0.0,197595.1128512309,601420.6131121811,1.0350000000000006,53194,0,53194.0,2.008754577557463e-05,0.0,1.0350000000000006,72532.53456752922,0.0,72532.53456752922,1,36346.798828125,500.0,50.0,0,0.004499268346156754,0.004708234623635811,-1,0.0,0.0,47195.219999999994,25185.739999999994,16471.87,15232.0,1.508,130073.12271239366,15818.19,15818.19,0,65649.13,15232.0,958.9,15232.0
163,Ampara,PF,5.0,52108013041,helped,a,43493.30859375,3.6021976204629826,0.0,101801.89296890903,309854.61129010154,1.2150000000000007,21418,0,21418.0,2.008754577557463e-05,0.0,1.2150000000000007,33059.69586658911,0.0,33059.69586658911,1,36346.798828125,500.0,50.0,0,0.0062683331285802646,0.0005646500060142475,-1,0.0,0.0,18611.309999999998,19894.09,8486.38,992.0,2.886,68629.6093947038,6259.53,6259.53,0,29407.89,992.0,540.93,992.0
164,Ampara,PF,5.0,52108013051,helped,a,43493.30859375,2.701648215347238,0.0,167712.0241691861,510465.4004173591,1.0350000000000006,45799,0,45799.0,2.008754577557463e-05,0.0,1.0350000000000006,62449.10235474434,0.0,62449.10235474434,1,36346.798828125,500.0,50.0,0,0.0048836878268316815,0.004539002203884418,-1,0.0,0.0,40634.16,23477.170000000002,13980.76,12490.0,1.555,111990.42386094939,13619.15,13619.15,0,56522.62,12490.0,837.63,12490.0
165,Ampara,PF,5.0,52108013061,helped,a,43493.30859375,2.701648215347238,0.0,175247.57442039752,533401.3687559757,0.7550000000000004,76576,0,76576.0,2.008754577557463e-05,0.0,0.7550000000000004,82973.71731253744,0.0,82973.71731253744,1,36346.798828125,500.0,50.0,0,0.004777536215261768,0.011267497261493195,-1,0.0,0.0,70175.59000000001,23733.2,14608.93,29871.0,1.353,192367.9163772454,23393.85,23393.85,0,77152.8,29871.0,900.26,29871.0
166,Ampara,PF,5.0,52108013071,helped,a,43493.30859375,5.403296430694476,0.0,69515.24481818812,211583.6801625513,1.2150000000000007,14247,0,14247.0,2.008754577557463e-05,0.0,1.2150000000000007,21990.918246862217,0.0,21990.918246862217,1,36346.798828125,500.0,50.0,0,0.0075856005133613106,0.0,-1,0.0,0.0,12380.01,18282.690000000002,5794.91,0.0,10.0,68477.32649029876,4163.76,4163.76,0,19561.76,0.0,372.53,0.0
167,Ampara,PF,5.0,52108013091,helped,a,43493.30859375,5.403296430694476,0.0,83491.13843425042,254122.13359935879,0.8450000000000005,31044,0,31044.0,2.008754577557463e-05,0.0,0.8450000000000005,36431.6020843399,0.0,36431.6020843399,1,36346.798828125,500.0,50.0,0,0.006921652697316844,0.004803089848534493,-1,0.0,0.0,28154.8,18564.75,6959.96,6558.0,2.029,154625.86379236227,9402.02,9402.02,0,33583.34,6558.0,515.48,6558.0
168,Ampara,PF,5.0,52108013101,helped,a,43493.30859375,2.701648215347238,0.0,269950.9311465926,821650.1520592973,0.7950000000000005,103432,0,103432.0,2.008754577557463e-05,0.0,0.7950000000000005,116210.74334452534,0.0,116210.74334452534,1,36346.798828125,500.0,50.0,0,0.003849351594322729,0.010425624922801899,-1,0.0,0.0,94349.58,29492.47,22503.57,42998.0,1.251,258833.9738371467,31476.79,31476.79,0,107642.52,42998.0,1229.75,42998.0
169,Ampara,PF,5.0,52108015011,helped,a,43493.30859375,3.6021976204629826,0.0,173061.47313172475,526747.5281908561,0.7950000000000005,68923,0,68923.0,2.008754577557463e-05,0.0,0.7950000000000005,77438.2498988197,0.0,77438.2498988197,1,36346.798828125,500.0,50.0,0,0.004807616284586588,0.009567674803233872,-1,0.0,0.0,62870.83999999999,23684.38,14426.7,25555.0,1.395,229968.9789472634,20974.89,20974.89,0,71728.72,25555.0,879.14,25555.0
170,Ampara,PF,5.0,52108015021,helped,a,43493.30859375,6.303845835810221,0.0,80887.98595386329,246198.9135450366,1.2150000000000007,16229,0,16229.0,2.008754577557463e-05,0.0,1.2150000000000007,25050.228976509225,0.0,25050.228976509225,1,36346.798828125,500.0,50.0,0,0.007032147712917922,0.0,-1,0.0,0.0,14102.289999999999,18900.459999999995,6742.97,0.0,10.0,91004.33571642381,4743.01,4743.01,0,22283.14,0.0,424.36,0.0
