,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcexp,pcsoc,c,pov_line,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
1304499,NCR,EQ,2000,137644338002,not_helped,na,185.54780500000015,125337.70537484935,5248.684130755414,125337.70537484938,22302.6775,0.135,0,0,0.0,0.12230037755837483,0.0,0.135,641.9160508761197,0.0,641.9160508761197,0,15573.959716184301,0,0.005649228297628691,0.0,-1,0.0,0.0,0,-1209.98,279.48,0.0,10.0,0.0,641.92,641.92,0.0,641.92,641.92,0.0
1304500,NCR,EQ,2000,137644398004,not_helped,na,79.52049000000007,208311.11502657997,8237.258502808521,208311.11502657997,22302.6775,0.16500000000000004,0,0,0.0,0.12230037755837483,0.0,0.16500000000000004,1007.4198249395445,0.0,1007.4198249395445,0,15573.959716184301,0,0.004382014132513728,0.0,-1,0.0,0.0,0,-1209.98,1271.53,0.0,10.0,0.0,1007.42,1007.42,0.0,1007.42,1007.42,0.0
1304504,NCR,EQ,2000,137646149202,not_helped,na,119.1528950000001,181149.22653724867,17651.268149212832,181149.2265372487,22302.6775,0.09499999999999997,0,0,0.0,0.12230037755837483,0.0,0.09499999999999997,2158.756759033122,0.0,2158.756759033122,0,15573.959716184301,0,0.0046990682587926495,0.0,-1,0.0,0.0,0,-1209.98,817.88,0.0,10.0,0.0,2158.76,2158.76,0.0,2158.76,2158.76,0.0
1304507,NCR,EQ,2000,137647311156,not_helped,na,153.39443500000013,164789.84072525188,2723.961107194013,164789.84072525188,22302.6775,0.025000000000000022,0,0,0.0,0.12230037755837483,0.0,0.025000000000000022,333.14147186419916,0.0,333.14147186419916,0,15573.959716184301,0,0.0049267982520729324,0.0,-1,0.0,0.0,0,-1209.98,800.12,0.0,10.0,0.0,333.14,333.14,0.0,333.14,333.14,0.0
1304508,NCR,EQ,2000,137648244119,not_helped,na,136.0601950000001,173057.07696577974,5452.008605933572,173057.0769657798,22302.6775,0.17500000000000004,0,0,0.0,0.12230037755837483,0.0,0.17500000000000004,666.78271095727,0.0,666.78271095727,0,15573.959716184301,0,0.00480767734809562,0.0,-1,0.0,0.0,0,-1209.98,868.82,0.0,10.0,0.0,666.78,666.78,0.0,666.78,666.78,0.0
1304511,NCR,EQ,2000,137651390224,not_helped,na,120.2466900000001,124361.02529644685,13134.940185047924,124361.02529644693,22302.6775,0.12499999999999994,0,0,0.0,0.12230037755837483,0.0,0.12499999999999994,1606.4081438382366,0.0,1606.4081438382366,0,15573.959716184301,0,0.005671368264857231,0.0,-1,0.0,0.0,0,-1209.98,169.55,0.0,10.0,0.0,1606.41,1606.41,0.0,1606.41,1606.41,0.0
1304513,NCR,EQ,2000,137651650158,not_helped,na,72.14801000000007,104146.47979596387,4657.61045960935,104146.4797959639,22302.6775,0.11499999999999999,0,0,0.0,0.12230037755837483,0.0,0.11499999999999999,569.6275177301321,0.0,569.6275177301321,0,15573.959716184301,0,0.006197373889838306,0.0,-1,0.0,0.0,0,-1209.98,23.98,0.0,10.0,0.0,569.63,569.63,0.0,569.63,569.63,0.0
1304514,NCR,EQ,2000,137653806187,not_helped,na,62.52828000000005,256724.068635184,11059.826704332825,256724.06863518403,22302.6775,0.065,0,0,0.0,0.12230037755837483,0.0,0.065,1352.620981670274,0.0,1352.620981670274,0,15573.959716184301,0,0.003947268802876932,0.0,-1,0.0,0.0,0,-1209.98,1836.98,0.0,10.0,0.0,1352.62,1352.62,0.0,1352.62,1352.62,0.0
1304515,NCR,EQ,2000,137654901058,not_helped,na,26.022671500000026,783985.4799419807,125325.10091825124,783985.4799419806,22302.6775,0.3350000000000001,0,0,0.0,0.12230037755837483,0.0,0.3350000000000001,15327.307159845517,0.0,15327.307159845517,0,15573.959716184301,0,0.002258790674306179,0.0,-1,0.0,0.0,0,-1209.98,6959.36,0.0,10.0,0.0,15327.31,15327.31,0.0,15327.31,15327.31,0.0
1304516,NCR,EQ,2000,137654901270,not_helped,na,91.07935000000008,220675.7323344973,33297.70298097208,220675.7323344973,22302.6775,0.11499999999999999,0,0,0.0,0.12230037755837483,0.0,0.11499999999999999,4072.3216464000293,0.0,4072.3216464000293,0,15573.959716184301,0,0.004257480891277546,0.0,-1,0.0,0.0,0,-1209.98,1114.06,0.0,10.0,0.0,4072.32,4072.32,0.0,4072.32,4072.32,0.0
1304517,NCR,EQ,2000,137654901481,not_helped,na,26.022671500000026,1421538.4276706562,358150.78961435606,1421538.4276706565,22302.6775,0.2550000000000001,0,0,0.0,0.12230037755837483,0.0,0.2550000000000001,43801.97679267143,0.0,43801.97679267143,0,15573.959716184301,0,0.0016774542857831234,0.0,-1,0.0,0.0,0,-1209.98,11979.18,0.0,10.0,0.0,43801.98,43801.98,0.0,43801.98,43801.98,0.0
1304518,NCR,EQ,2000,137654901693,not_helped,na,130.1133650000001,240491.3377561175,26367.943831135253,240491.33775611754,22302.6775,0.06500000000000006,0,0,0.0,0.12230037755837483,0.0,0.06500000000000006,3224.809485986275,0.0,3224.809485986275,0,15573.959716184301,0,0.0040783103976625296,0.0,-1,0.0,0.0,0,-1209.98,1445.78,0.0,10.0,0.0,3224.81,3224.81,0.0,3224.81,3224.81,0.0
1304519,NCR,EQ,2000,137654901799,not_helped,na,52.04534500000005,397912.9821619974,76443.06772104211,397912.9821619975,22302.6775,0.12499999999999994,0,0,0.0,0.12230037755837483,0.0,0.12499999999999994,9349.016044005064,0.0,9349.016044005064,0,15573.959716184301,0,0.0031705597457666653,0.0,-1,0.0,0.0,0,-1209.98,2777.2,0.0,10.0,0.0,9349.02,9349.02,0.0,9349.02,9349.02,0.0
1304521,NCR,EQ,2000,137658058003,not_helped,na,280.24414000000024,265736.3699610811,95775.13250519706,265736.3699610811,22302.6775,0.16500000000000004,0,0,0.0,0.12230037755837483,0.0,0.16500000000000004,11713.334866090478,0.0,11713.334866090478,0,15573.959716184301,0,0.0038797567430265234,0.0,-1,0.0,0.0,0,-1209.98,898.04,0.0,10.0,0.0,11713.33,11713.33,0.0,11713.33,11713.33,0.0
1304522,NCR,EQ,2000,137662058002,not_helped,na,120.1756700000001,189239.90067735012,25473.177173041764,189239.90067735015,22302.6775,0.03500000000000003,0,0,0.0,0.12230037755837483,0.0,0.03500000000000003,3115.379185874782,0.0,3115.379185874782,0,15573.959716184301,0,0.0045975201352475735,0.0,-1,0.0,0.0,0,-1209.98,821.21,0.0,10.0,0.0,3115.38,3115.38,0.0,3115.38,3115.38,0.0
1304524,NCR,EQ,2000,137667918002,not_helped,na,63.616400000000056,140955.73040117015,11322.961897623883,140955.73040117018,22302.6775,0.18500000000000005,0,0,0.0,0.12230037755837483,0.0,0.18500000000000005,1384.8025151586705,0.0,1384.8025151586705,0,15573.959716184301,0,0.005327072745845382,0.0,-1,0.0,0.0,0,-1209.98,397.85,0.0,10.0,0.0,1384.8,1384.8,0.0,1384.8,1384.8,0.0
1304525,NCR,EQ,2000,137667928003,not_helped,na,127.23280000000011,100543.04210412725,1714.4611764733625,100543.0421041273,22302.6775,0.16500000000000004,0,0,0.0,0.12230037755837483,0.0,0.16500000000000004,209.67924919189457,0.0,209.67924919189457,0,15573.959716184301,0,0.006307452446609778,0.0,-1,0.0,0.0,0,-1209.98,15.79,0.0,10.0,0.0,209.68,209.68,0.0,209.68,209.68,0.0
1304526,NCR,EQ,2000,137667968001,not_helped,na,63.616400000000056,244892.28336270212,25615.586290626317,244892.28336270215,22302.6775,0.13499999999999995,0,0,0.0,0.12230037755837483,0.0,0.13499999999999995,3132.79587472313,0.0,3132.79587472313,0,15573.959716184301,0,0.004041498718029397,0.0,-1,0.0,0.0,0,-1209.98,1509.7,0.0,10.0,0.0,3132.8,3132.8,0.0,3132.8,3132.8,0.0
1304528,NCR,EQ,2000,137671244144,not_helped,na,79.94665000000008,159854.38804510256,25423.63726309983,159854.38804510256,22302.6775,0.09499999999999997,0,0,0.0,0.12230037755837483,0.0,0.09499999999999997,3109.3204361846747,0.0,3109.3204361846747,0,15573.959716184301,0,0.005002276740916442,0.0,-1,0.0,0.0,0,-1209.98,457.36,0.0,10.0,0.0,3109.32,3109.32,0.0,3109.32,3109.32,0.0
1304530,NCR,EQ,2000,137671836280,not_helped,na,208.34804500000018,133133.23501851675,5662.7519087280125,133133.23501851675,22302.6775,0.09499999999999997,0,0,0.0,0.12230037755837483,0.0,0.09499999999999997,692.5566964569323,0.0,692.5566964569323,0,15573.959716184301,0,0.005481340145326172,0.0,-1,0.0,0.0,0,-1209.98,371.03,0.0,10.0,0.0,692.56,692.56,0.0,692.56,692.56,0.0
1304531,NCR,EQ,2000,137671887217,not_helped,na,227.60710500000022,116456.42353068679,11543.421169163414,116456.42353068682,22302.6775,0.07500000000000007,0,0,0.0,0.12230037755837483,0.0,0.07500000000000007,1411.764767304203,0.0,1411.764767304203,0,15573.959716184301,0,0.005860683540999111,0.0,-1,0.0,0.0,0,-1209.98,91.25,0.0,10.0,0.0,1411.76,1411.76,0.0,1411.76,1411.76,0.0
1304533,NCR,EQ,2000,137672133200,not_helped,na,106.70918000000009,218868.915918668,33063.440362675465,218868.91591866803,22302.6775,0.05499999999999999,0,0,0.0,0.12230037755837483,0.0,0.05499999999999999,4043.671239734537,0.0,4043.671239734537,0,15573.959716184301,0,0.004275018045163866,0.0,-1,0.0,0.0,0,-1209.98,1094.56,0.0,10.0,0.0,4043.67,4043.67,0.0,4043.67,4043.67,0.0
1304546,NCR,EQ,2000,1339103903199,not_helped,na,64.20733000000006,314508.0051537106,22237.328930699972,314508.0051537106,22302.6775,0.31500000000000006,0,0,0.0,0.12230037755837483,0.0,0.31500000000000006,2719.6337241147266,0.0,2719.6337241147266,0,15573.959716184301,0,0.0035662693712190234,0.0,-1,0.0,0.0,0,-1209.98,2415.04,0.0,10.0,0.0,2719.63,2719.63,0.0,2719.63,2719.63,0.0
1304548,NCR,EQ,2000,1339104705183,not_helped,na,102.81695500000009,145713.87057135178,13601.750247301135,145713.8705713518,22302.6775,0.32500000000000007,0,0,0.0,0.12230037755837483,0.0,0.32500000000000007,1663.49919069986,0.0,1663.49919069986,0,15573.959716184301,0,0.005239375783504704,0.0,-1,0.0,0.0,0,-1209.98,428.6,0.0,10.0,0.0,1663.5,1663.5,0.0,1663.5,1663.5,0.0
1304549,NCR,EQ,2000,1339105709220,not_helped,na,106.7596800000001,282811.2269555136,64480.2990218592,282811.22695551364,22302.6775,0.09499999999999997,0,0,0.0,0.12230037755837483,0.0,0.09499999999999997,7885.964915451297,0.0,7885.964915451297,0,15573.959716184301,0,0.003760812422196987,0.0,-1,0.0,0.0,0,-1209.98,1497.97,0.0,10.0,0.0,7885.96,7885.96,0.0,7885.96,7885.96,0.0
1304556,NCR,EQ,2000,1339119707109,not_helped,na,91.77051500000009,105060.63863468565,3359.915262004359,105060.63863468565,22302.6775,0.07500000000000007,0,0,0.0,0.12230037755837483,0.0,0.07500000000000007,410.9189051073316,0.0,410.9189051073316,0,15573.959716184301,0,0.006170352533016484,0.0,-1,0.0,0.0,0,-1209.98,51.41,0.0,10.0,0.0,410.92,410.92,0.0,410.92,410.92,0.0
1304560,NCR,EQ,2000,1339121218241,not_helped,na,24.091954000000023,256756.22758938532,41813.89452810678,256756.22758938535,22302.6775,0.03500000000000003,0,0,0.0,0.12230037755837483,0.0,0.03500000000000003,5113.855087974177,0.0,5113.855087974177,0,15573.959716184301,0,0.003947021595607741,0.0,-1,0.0,0.0,0,-1209.98,1455.94,0.0,10.0,0.0,5113.86,5113.86,0.0,5113.86,5113.86,0.0
1304563,NCR,EQ,2000,1339124004328,not_helped,na,96.14054000000009,142504.5664231967,8457.899018717806,142504.56642319672,22302.6775,0.07500000000000007,0,0,0.0,0.12230037755837483,0.0,0.07500000000000007,1034.4042433399281,0.0,1034.4042433399281,0,15573.959716184301,0,0.0052980445408227226,0.0,-1,0.0,0.0,0,-1209.98,452.6,0.0,10.0,0.0,1034.4,1034.4,0.0,1034.4,1034.4,0.0
1304564,NCR,EQ,2000,1339124005156,not_helped,na,120.1756700000001,107286.36968597304,7018.449340532073,107286.36968597308,22302.6775,0.2350000000000001,0,0,0.0,0.12230037755837483,0.0,0.2350000000000001,858.3590042215093,0.0,858.3590042215093,0,15573.959716184301,0,0.00610601294431437,0.0,-1,0.0,0.0,0,-1209.98,33.64,0.0,10.0,0.0,858.36,858.36,0.0,858.36,858.36,0.0
1304566,NCR,EQ,2000,1339124007225,not_helped,na,120.1756700000001,117541.9744571135,2521.516357291788,117541.97445711352,22302.6775,0.03500000000000003,0,0,0.0,0.12230037755837483,0.0,0.03500000000000003,308.38240251644316,0.0,308.38240251644316,0,15573.959716184301,0,0.005833557793713655,0.0,-1,0.0,0.0,0,-1209.98,216.61,0.0,10.0,0.0,308.38,308.38,0.0,308.38,308.38,0.0
1304568,NCR,EQ,2000,1339125404121,not_helped,na,156.22837000000013,133936.51271916876,21791.68866704556,133936.51271916876,22302.6775,0.11499999999999999,0,0,0.0,0.12230037755837483,0.0,0.11499999999999999,2665.1317516145714,0.0,2665.1317516145714,0,15573.959716184301,0,0.005464878391013896,0.0,-1,0.0,0.0,0,-1209.98,180.95,0.0,10.0,0.0,2665.13,2665.13,0.0,2665.13,2665.13,0.0
1304570,NCR,EQ,2000,1339131048004,not_helped,na,150.21958000000012,143792.02978386707,3355.920240224344,143792.02978386712,22302.6775,0.3050000000000001,0,0,0.0,0.12230037755837483,0.0,0.3050000000000001,410.4303124352818,0.0,410.4303124352818,0,15573.959716184301,0,0.0052742727946637705,0.0,-1,0.0,0.0,0,-1209.98,531.84,0.0,10.0,0.0,410.43,410.43,0.0,410.43,410.43,0.0
1304581,NCR,EQ,2000,1339146008135,not_helped,na,220.71269500000017,103451.90401444511,2827.6895894547442,103451.90401444514,22302.6775,0.05500000000000005,0,0,0.0,0.12230037755837483,0.0,0.05500000000000005,345.82750440824543,0.0,345.82750440824543,0,15573.959716184301,0,0.006218143661213893,0.0,-1,0.0,0.0,0,-1209.98,38.06,0.0,10.0,0.0,345.83,345.83,0.0,345.83,345.83,0.0
1304583,NCR,EQ,2000,1339149828287,not_helped,na,95.49001500000008,107202.39963345905,6297.435018530471,107202.39963345905,22302.6775,0.3250000000000001,0,0,0.0,0.12230037755837483,0.0,0.3250000000000001,770.1786804157064,0.0,770.1786804157064,0,15573.959716184301,0,0.006108403850985807,0.0,-1,0.0,0.0,0,-1209.98,41.54,0.0,10.0,0.0,770.18,770.18,0.0,770.18,770.18,0.0
1304587,NCR,EQ,2000,1339170018006,not_helped,na,141.00611500000014,200424.70416325566,25328.8767066946,200424.70416325564,22302.6775,0.2950000000000001,0,0,0.0,0.12230037755837483,0.0,0.2950000000000001,3097.7311843586717,0.0,3097.7311843586717,0,15573.959716184301,0,0.004467395167139328,0.0,-1,0.0,0.0,0,-1209.98,961.73,0.0,10.0,0.0,3097.73,3097.73,0.0,3097.73,3097.73,0.0
1304589,NCR,EQ,2000,1339170088002,not_helped,na,76.91242500000007,118807.20268298655,4154.948836940194,118807.20268298656,22302.6775,0.20500000000000007,0,0,0.0,0.12230037755837483,0.0,0.20500000000000007,508.1518114935812,0.0,508.1518114935812,0,15573.959716184301,0,0.005802412638315568,0.0,-1,0.0,0.0,0,-1209.98,212.05,0.0,10.0,0.0,508.15,508.15,0.0,508.15,508.15,0.0
1304591,NCR,EQ,2000,1339171014490,not_helped,na,216.1883550000002,110566.55064001943,3300.472365683156,110566.55064001949,22302.6775,0.28500000000000003,0,0,0.0,0.12230037755837483,0.0,0.28500000000000003,403.6490164440842,0.0,403.6490164440842,0,15573.959716184301,0,0.00601475739993114,0.0,-1,0.0,0.0,0,-1209.98,120.44,0.0,10.0,0.0,403.65,403.65,0.0,403.65,403.65,0.0
1304595,NCR,EQ,2000,1339176014336,not_helped,na,98.08546000000008,200012.2213365773,26881.29437869792,200012.2213365773,22302.6775,0.06500000000000006,0,0,0.0,0.12230037755837483,0.0,0.06500000000000006,3287.5924517729954,0.0,3287.5924517729954,0,15573.959716184301,0,0.0044719993225646,0.0,-1,0.0,0.0,0,-1209.98,937.36,0.0,10.0,0.0,3287.59,3287.59,0.0,3287.59,3287.59,0.0
1304596,NCR,EQ,2000,1339176068001,not_helped,na,140.1220850000001,115510.77389377984,8004.305553046831,115510.77389377984,22302.6775,0.3250000000000001,0,0,0.0,0.12230037755837483,0.0,0.3250000000000001,978.929591230349,0.0,978.929591230349,0,15573.959716184301,0,0.005884624409512666,0.0,-1,0.0,0.0,0,-1209.98,123.42,0.0,10.0,0.0,978.93,978.93,0.0,978.93,978.93,0.0
1304603,NCR,EQ,2000,1339230118003,not_helped,na,51.24464500000005,164397.59629459822,43583.37929748562,164397.59629459825,22302.6775,0.11499999999999999,0,0,0.0,0.12230037755837483,0.0,0.11499999999999999,5330.263743353031,0.0,5330.263743353031,0,15573.959716184301,0,0.004932672297297595,0.0,-1,0.0,0.0,0,-1209.98,288.47,0.0,10.0,0.0,5330.26,5330.26,0.0,5330.26,5330.26,0.0
1304605,NCR,EQ,2000,1339230148005,not_helped,na,76.86697000000007,261028.4772144004,7430.602733722951,261028.47721440048,22302.6775,0.3050000000000001,0,0,0.0,0.12230037755837483,0.0,0.3050000000000001,908.7655198207253,0.0,908.7655198207253,0,15573.959716184301,0,0.00391458791262926,0.0,-1,0.0,0.0,0,-1209.98,1935.39,0.0,10.0,0.0,908.77,908.77,0.0,908.77,908.77,0.0
1304606,NCR,EQ,2000,1339230168007,not_helped,na,38.433484000000036,333735.36646170303,77141.85446510652,333735.3664617031,22302.6775,0.135,0,0,0.0,0.12230037755837483,0.0,0.135,9434.477926636939,0.0,9434.477926636939,0,15573.959716184301,0,0.0034620144775056863,0.0,-1,0.0,0.0,0,-1209.98,1972.54,0.0,10.0,0.0,9434.48,9434.48,0.0,9434.48,9434.48,0.0
1304607,NCR,EQ,2000,1339230198008,not_helped,na,25.62232350000002,375580.84602221963,51495.93979913648,375580.8460222197,22302.6775,0.2650000000000001,0,0,0.0,0.12230037755837483,0.0,0.2650000000000001,6297.972880158539,0.0,6297.972880158539,0,15573.959716184301,0,0.0032634598780645024,0.0,-1,0.0,0.0,0,-1209.98,2809.63,0.0,10.0,0.0,6297.97,6297.97,0.0,6297.97,6297.97,0.0
1304608,NCR,EQ,2000,1339230208009,not_helped,na,51.24464500000005,158519.28801184986,10139.67319356003,158519.28801184986,22302.6775,0.015000000000000013,0,0,0.0,0.12230037755837483,0.0,0.015000000000000013,1240.0858598910827,0.0,1240.0858598910827,0,15573.959716184301,0,0.005023297957440012,0.0,-1,0.0,0.0,0,-1209.98,630.37,0.0,10.0,0.0,1240.09,1240.09,0.0,1240.09,1240.09,0.0
1304609,NCR,EQ,2000,1339230218010,not_helped,na,89.67813000000008,153435.2846781038,5919.245445795981,153435.2846781038,22302.6775,0.11499999999999999,0,0,0.0,0.12230037755837483,0.0,0.11499999999999999,723.9259528816319,0.0,723.9259528816319,0,15573.959716184301,0,0.0051058420292422425,0.0,-1,0.0,0.0,0,-1209.98,619.66,0.0,10.0,0.0,723.93,723.93,0.0,723.93,723.93,0.0
1304620,NCR,EQ,2000,1339610507177,not_helped,na,270.23542500000025,125575.33983089008,4678.966392019108,125575.33983089011,22302.6775,0.2350000000000001,0,0,0.0,0.12230037755837483,0.0,0.2350000000000001,572.239356326957,0.0,572.239356326957,0,15573.959716184301,0,0.005643880563753675,0.0,-1,0.0,0.0,0,-1209.98,289.49,0.0,10.0,0.0,572.24,572.24,0.0,572.24,572.24,0.0
1304621,NCR,EQ,2000,1339612004113,not_helped,na,112.16395500000012,190167.36844784048,32749.79808976957,190167.36844784056,22302.6775,0.19500000000000006,0,0,0.0,0.12230037755837483,0.0,0.19500000000000006,4005.312671339874,0.0,4005.312671339874,0,15573.959716184301,0,0.004586295119181037,0.0,-1,0.0,0.0,0,-1209.98,742.46,0.0,10.0,0.0,4005.31,4005.31,0.0,4005.31,4005.31,0.0
1304622,NCR,EQ,2000,1339612007193,not_helped,na,144.21080500000014,113702.98455008275,8111.835493131045,113702.9845500828,22302.6775,0.21500000000000008,0,0,0.0,0.12230037755837483,0.0,0.21500000000000008,992.0805435014795,0.0,992.0805435014795,0,15573.959716184301,0,0.0059312204138028905,0.0,-1,0.0,0.0,0,-1209.98,99.66,0.0,10.0,0.0,992.08,992.08,0.0,992.08,992.08,0.0
1304623,NCR,EQ,2000,1339612306119,not_helped,na,168.24592500000017,232951.61009947196,33132.08555404834,232951.610099472,22302.6775,0.2850000000000001,0,0,0.0,0.12230037755837483,0.0,0.2850000000000001,4052.066572557007,0.0,4052.066572557007,0,15573.959716184301,0,0.004143784269322292,0.0,-1,0.0,0.0,0,-1209.98,1268.37,0.0,10.0,0.0,4052.07,4052.07,0.0,4052.07,4052.07,0.0
1304624,NCR,EQ,2000,1339612306120,not_helped,na,120.17566000000011,208826.71616652657,29010.841303971207,208826.7161665266,22302.6775,0.09499999999999997,0,0,0.0,0.12230037755837483,0.0,0.09499999999999997,3548.036844762228,0.0,3548.036844762228,0,15573.959716184301,0,0.004376601109059502,0.0,-1,0.0,0.0,0,-1209.98,1020.27,0.0,10.0,0.0,3548.04,3548.04,0.0,3548.04,3548.04,0.0
1304626,NCR,EQ,2000,1339615701129,not_helped,na,119.25516500000012,107671.5339254698,5806.032836724514,107671.53392546979,22302.6775,0.18500000000000005,0,0,0.0,0.12230037755837483,0.0,0.18500000000000005,710.080008047821,0.0,710.080008047821,0,15573.959716184301,0,0.006095081898957646,0.0,-1,0.0,0.0,0,-1209.98,53.45,0.0,10.0,0.0,710.08,710.08,0.0,710.08,710.08,0.0
1304627,NCR,EQ,2000,1339616507188,not_helped,na,96.14054000000009,218589.70130597352,18598.388769758312,218589.70130597355,22302.6775,0.10499999999999998,0,0,0.0,0.12230037755837483,0.0,0.10499999999999998,2274.589968519171,0.0,2274.589968519171,0,15573.959716184301,0,0.004277747511759823,0.0,-1,0.0,0.0,0,-1209.98,1270.51,0.0,10.0,0.0,2274.59,2274.59,0.0,2274.59,2274.59,0.0
1304628,NCR,EQ,2000,1339616509240,not_helped,na,120.1756700000001,147062.30414831472,19061.19054293602,147062.30414831475,22302.6775,0.015000000000000013,0,0,0.0,0.12230037755837483,0.0,0.015000000000000013,2331.1908001134975,0.0,2331.1908001134975,0,15573.959716184301,0,0.005215300206120866,0.0,-1,0.0,0.0,0,-1209.98,377.61,0.0,10.0,0.0,2331.19,2331.19,0.0,2331.19,2331.19,0.0
1304629,NCR,EQ,2000,1339616609153,not_helped,na,160.13951500000016,132492.15753760716,24987.65733906463,132492.15753760719,22302.6775,0.3350000000000001,0,0,0.0,0.12230037755837483,0.0,0.3350000000000001,3055.9999268672914,0.0,3055.9999268672914,0,15573.959716184301,0,0.005494585168193552,0.0,-1,0.0,0.0,0,-1209.98,123.39,0.0,10.0,0.0,3056.0,3056.0,0.0,3056.0,3056.0,0.0
1304630,NCR,EQ,2000,1339617608410,not_helped,na,133.5285150000001,166272.33774718456,2839.6751189811407,166272.33774718462,22302.6775,0.135,0,0,0.0,0.12230037755837483,0.0,0.135,347.29333919456093,0.0,347.29333919456093,0,15573.959716184301,0,0.004904785217617515,0.0,-1,0.0,0.0,0,-1209.98,817.07,0.0,10.0,0.0,347.29,347.29,0.0,347.29,347.29,0.0
1304632,NCR,EQ,2000,1339620217249,not_helped,na,48.240729000000044,505616.74958909716,25615.585054622617,505616.7495890973,22302.6775,0.015000000000000013,0,0,0.0,0.12230037755837483,0.0,0.015000000000000013,3132.795723559411,0.0,3132.795723559411,0,15573.959716184301,0,0.002812673163381533,0.0,-1,0.0,0.0,0,-1209.98,4743.46,0.0,10.0,0.0,3132.8,3132.8,0.0,3132.8,3132.8,0.0
1304635,NCR,EQ,2000,1339658010198,not_helped,na,90.18502000000008,152882.65020475685,31470.686654346813,152882.65020475688,22302.6775,0.08499999999999996,0,0,0.0,0.12230037755837483,0.0,0.08499999999999996,3848.876859848416,0.0,3848.876859848416,0,15573.959716184301,0,0.0051150619080307085,0.0,-1,0.0,0.0,0,-1209.98,295.89,0.0,10.0,0.0,3848.88,3848.88,0.0,3848.88,3848.88,0.0
1304637,NCR,EQ,2000,1374110218005,not_helped,na,139.95636000000013,146443.8584751954,1706.2892930696396,146443.8584751954,22302.6775,0.03500000000000003,0,0,0.0,0.12230037755837483,0.0,0.03500000000000003,208.67982476625613,0.0,208.67982476625613,0,15573.959716184301,0,0.005226300946553816,0.0,-1,0.0,0.0,0,-1209.98,585.19,0.0,10.0,0.0,208.68,208.68,0.0,208.68,208.68,0.0
1304640,NCR,EQ,2000,1374114528004,not_helped,na,84.18319000000008,109024.09867308426,9996.937898171833,109024.09867308427,22302.6775,0.08499999999999996,0,0,0.0,0.12230037755837483,0.0,0.08499999999999996,1222.6292793741977,0.0,1222.6292793741977,0,15573.959716184301,0,0.006057155780677579,0.0,-1,0.0,0.0,0,-1209.98,18.25,0.0,10.0,0.0,1222.63,1222.63,0.0,1222.63,1222.63,0.0
1304642,NCR,EQ,2000,1374115318007,not_helped,na,107.9663350000001,146422.23528265546,13710.362462743597,146422.23528265549,22302.6775,0.12499999999999994,0,0,0.0,0.12230037755837483,0.0,0.12499999999999994,1676.7825056559263,0.0,1676.7825056559263,0,15573.959716184301,0,0.005226686834460493,0.0,-1,0.0,0.0,0,-1209.98,436.04,0.0,10.0,0.0,1676.78,1676.78,0.0,1676.78,1676.78,0.0
1304647,NCR,EQ,2000,1374117512792,not_helped,na,80.03188000000007,106104.83068419737,4607.126568937279,106104.8306841974,22302.6775,0.03500000000000003,0,0,0.0,0.12230037755837483,0.0,0.03500000000000003,563.4533188403215,0.0,563.4533188403215,0,15573.959716184301,0,0.006139915826274387,0.0,-1,0.0,0.0,0,-1209.98,48.89,0.0,10.0,0.0,563.45,563.45,0.0,563.45,563.45,0.0
1304654,NCR,EQ,2000,1374122136180,not_helped,na,159.04098000000013,180194.2064893589,19347.024831838942,180194.20648935897,22302.6775,0.10499999999999998,0,0,0.0,0.12230037755837483,0.0,0.10499999999999998,2366.148441565459,0.0,2366.148441565459,0,15573.959716184301,0,0.004711504213408671,0.0,-1,0.0,0.0,0,-1209.98,785.0,0.0,10.0,0.0,2366.15,2366.15,0.0,2366.15,2366.15,0.0
1304656,NCR,EQ,2000,1374122448002,not_helped,na,31.808200000000028,333099.0500044643,13845.34996469464,333099.0500044643,22302.6775,0.135,0,0,0.0,0.12230037755837483,0.0,0.135,1693.291528110203,0.0,1693.291528110203,0,15573.959716184301,0,0.0034653196291231114,0.0,-1,0.0,0.0,0,-1209.98,2749.71,0.0,10.0,0.0,1693.29,1693.29,0.0,1693.29,1693.29,0.0
1304657,NCR,EQ,2000,1374122468003,not_helped,na,143.1368900000001,119015.805130159,2056.651378788515,119015.805130159,22302.6775,0.034999999999999976,0,0,0.0,0.12230037755837483,0.0,0.034999999999999976,251.52924013181976,0.0,251.52924013181976,0,15573.959716184301,0,0.005797325379885823,0.0,-1,0.0,0.0,0,-1209.98,240.66,0.0,10.0,0.0,251.53,251.53,0.0,251.53,251.53,0.0
1304658,NCR,EQ,2000,1374123210525,not_helped,na,191.94013500000017,146768.4025353009,11646.841783580074,146768.40253530096,22302.6775,0.17500000000000004,0,0,0.0,0.12230037755837483,0.0,0.17500000000000004,1424.4131474946812,0.0,1424.4131474946812,0,15573.959716184301,0,0.005220519376387623,0.0,-1,0.0,0.0,0,-1209.98,465.93,0.0,10.0,0.0,1424.41,1424.41,0.0,1424.41,1424.41,0.0
