region,hazard,rp,hhid,affected_cat,helped_cat,index,c,c_min,const,dc0,dc0_prv,dc0_pub,dc_net,dc_net_t0,dc_pre_reco,dc_t,di0_pub,di_prv_t,di_pub_t,di_t,dk0,dk_private,dk_prv_t,dk_public,dw,dw_curr_no_clip,help_fee,hh_reco_rate,index_x,index_y,integ,intermed_sf_num,k,optimal_hh_reco_rate,pc_fee,pcexp,pcsoc,pcwgt,pov_line,sav_delta,sav_f,sav_i,sav_offset_to,scale_fac_soc,sub_savings_q1,sub_savings_q3,t_exhaust_sav,t_pov_cons,t_pov_inc,t_start_prv_reco,welf_class,wprime_hh,dw_curr,dw_tot
CAR,EQ,2000,14111211111152,a,helped,247839,30669.672000000002,15573.959716184301,0.011420245236095979,28631.718290182278,26276.39923137884,2355.319058803439,24990.49,0.0,0.0,24990.49,2355.319058803439,24515.55,0.11,24515.66,108958.0,99834.0,94955.92,9124.0,0.08400922942424936,1143177.7292644237,,0.005000000000000001,173236.0,1244.0,7.418726177042123,77396872.0618708,114693.95789707088,0.005000000000000001,,24159.869945112496,1061.9489657419617,814.9999744999998,22302.6775,0.0,0.02000000000214186,2551.64,0.0,0.0007104719761463004,50.0,18307.579624869417,10.0,8.111753371868941,10.019267822736055,-1.0,1.0,1.861814048108499e-07,1133537.7415138707,923833230.428592
CAR,EQ,2000,14112529294,a,helped,165703,32548.027000000006,15573.959716184301,0.01108581589482279,31469.143501141723,28879.68652187196,2589.4569792697607,27471.33,0.0,0.0,27471.33,2589.4569792697607,26949.23,0.12,26949.35,119779.0,109748.0,104385.47999999997,10031.0,0.08400922942424936,1310062.4100059902,,0.0049999999999999975,172025.0,1208.0,8.758209713858449,95657704.91190049,126084.06374415668,0.0049999999999999975,,30837.176185545104,0.0,916.2966315,22302.6775,0.0,0.030000000009934524,2579.09,0.0,0.0007104719761463004,50.0,18307.579624869417,10.0,8.111753371868941,10.019267822736055,-1.0,1.0,1.702993532422532e-07,1133537.7415138707,1038656814.2272774
CAR,EQ,2000,141168115242,a,helped,198207,15207.665,15573.959716184301,0.01621805343834816,14517.710198359353,13323.271214899958,1194.438983459394,12672.73,0.0,0.0,12672.73,1194.438983459394,12431.88,0.06,12431.94,55254.0,50627.0,48153.25999999995,4627.0,0.08400922942424936,1827596.6036505867,,0.005000000000000001,172507.0,416.0,8.35165665412659,47531523.77251107,58163.270127661875,0.005000000000000001,,15303.65011424672,193.08163151964072,986.9889149999999,22302.6775,0.0,0.010000000013111077,140.2,0.0,0.0007104719761463004,50.0,18307.579624869417,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,5.332197098748611e-07,1133537.7415138707,1118789185.6083255
CAR,EQ,2000,1411810216,a,helped,150842,21492.183999999994,15573.959716184301,0.013642366752923872,20779.584697378516,19069.88740162499,1709.6972957535265,18139.91,0.0,0.0,18139.91,1709.6972957535265,17795.16,0.08,17795.24,79092.0,72469.0,68927.99000000009,6623.0,0.08400922942424936,1637786.0298240527,,0.0050000000000000044,171811.0,1040.0,8.897304583282816,85339478.67000473,83256.10327953652,0.0050000000000000044,,20530.904131429008,0.0,1237.9714099999999,22302.6775,0.0,0.019999999992862172,200.69,0.0,0.0007104719761463004,50.0,18307.579624869417,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,3.1737972169147343e-07,1133537.7415138707,1403287316.150142
CAR,EQ,2000,1427810668,a,helped,155363,37413.465,15573.959716184301,0.010339892648490789,36173.26773041349,33196.85072602905,2976.417004384442,31577.97,0.0,0.0,31577.97,2976.417004384442,30977.82,0.14,30977.96,137684.0,126154.0,119989.86999999997,11530.0,0.08400922942424936,1201626.6827787466,,0.0050000000000000044,171874.0,954.0,8.612803722316382,21534655.499419805,144931.72523021974,0.0050000000000000044,,30514.041800469462,0.0,179.45253,22302.6775,0.0,0.03000000002583647,5882.27,0.0,0.0007104719761463004,50.0,18307.579624869417,10.0,8.015414258188784,10.019267822736055,-1.0,1.0,1.3818410896305368e-07,1133537.7415138707,203416215.5651501
CAR,EQ,2000,1481115012,a,helped,157882,29956.888999999996,15573.959716184301,0.01155531105232552,28963.783518157332,26580.58475107345,2383.198767083883,25284.34,0.0,0.0,25284.34,2383.198767083883,24803.81,0.11,24803.92,110243.0,101011.0,96075.38000000003,9232.0,0.08400922942424936,1363894.780850336,,0.0050000000000000044,171908.0,1316.0,8.747626738674452,17211299.219531693,116046.55183101037,0.0050000000000000044,,33714.75533640857,0.0,179.1256445,22302.6775,0.0,0.019999999974118055,2554.9,0.0,0.0007104719761463004,50.0,18307.579624869417,10.0,8.111753371868941,10.019267822736055,-1.0,1.0,1.9286567193818957e-07,1133537.7415138707,203045678.51374647
CAR,EQ,2000,1481513022209,a,helped,244935,25208.499999999993,15573.959716184301,0.012596691504068917,23111.293175511117,21210.3101035001,1900.9830720110174,20170.39,0.0,0.0,20170.39,1900.9830720110174,19787.06,0.09,19787.15,87941.0,80577.0,76639.8200000001,7364.0,0.08400922942424936,1177693.8312990938,,0.0050000000000000044,173191.0,659.0,6.928941955347224,123184482.6248063,92570.60717883756,0.0050000000000000044,,22052.68068631852,1311.8192269484084,1607.1550899999997,22302.6775,0.0,0.020000000000095497,1381.29,0.0,0.0007104719761463004,50.0,18307.579624869417,10.0,8.131021194604973,10.019267822736055,-1.0,1.0,2.4985008041075275e-07,1133537.7415138707,1821770950.9811213
CAR,EQ,2000,148162007103,a,helped,216831,27473.258,15573.959716184301,0.012066322075273386,26562.722277648278,24377.004777550872,2185.7175000974044,23188.24,0.0,0.0,23188.24,2185.7175000974044,22747.54,0.1,22747.64,101104.0,92637.0,88110.57999999996,8467.0,0.08400922942424936,1423492.0930242578,,0.0050000000000000044,172773.0,1327.0,8.74321508496829,95225162.89645381,106425.49893828164,0.0050000000000000044,,28969.96774998928,0.0,1080.63716,22302.6775,0.0,0.019999999983269845,2531.71,0.0,0.0007104719761463004,50.0,18307.579624869417,10.0,8.09248554913291,10.019267822736055,-1.0,1.0,2.1960122230995293e-07,1133537.7415138707,1224943005.7423632
I - Ilocos,EQ,1,155429012290,a,helped,365277,12020.478999999998,15573.959716184301,0.018241859592080238,10956.349518265839,10593.397019725984,362.9524985398548,9328.62,0.0,0.0,9328.62,362.9524985398548,9328.6,0.02,9328.62,37543.0,36137.0,36137.0,1406.0,0.08400922942424936,1366674.2152545697,,0.0,260704.0,32054.0,5.552478794394475,68096.56070172014,46564.753079235685,0.035,,10888.553335590066,0.0,1.884396565652146,22302.6775,0.0,1.6626700016786344e-12,1020.32,0.0,2.3734254284638673e-07,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,7.587825573373675e-07,1133537.7415138707,2136034.6271458277
I - Ilocos,EQ,10,155223318213,a,helped,352914,15040.030999999999,15573.959716184301,0.01630818501937212,13787.345815195311,13315.19779255705,472.14802263826056,12139.57,0.0,0.0,12139.57,472.14802263826056,12139.55,0.02,12139.57,48855.0,47026.0,47026.0,1829.0,0.08400922942424936,1408663.9009403612,,0.0,264105.0,31997.0,6.401662466398556,242773.74709684492,58261.848784815505,0.025,,14452.839651452248,0.0,5.162533753166305,22302.6775,0.0,6.149747378003667e-12,1020.43,0.0,3.014920015407474e-07,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,5.4215928874655e-07,1133537.7415138707,5851926.851053259
I - Ilocos,EQ,10,1553274016448,a,helped,400610,15518.479000000001,15573.959716184301,0.016054819202804296,14077.44433475361,13595.228639680745,482.2156950728654,12394.87,0.0,0.0,12394.87,482.2156950728654,12394.85,0.02,12394.87,49883.0,48015.0,48015.0,1868.0,0.08400922942424936,1335269.1228402604,,0.0,264826.0,32031.0,6.163883242077338,197167.3864180735,60115.25354358213,0.025,,15101.978598757258,0.0,4.1063632860550765,22302.6775,0.0,8.522960115442402e-12,1020.44,0.0,3.014920015407474e-07,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,5.172806949316455e-07,1133537.7415138707,4654717.765110347
I - Ilocos,EQ,10,155429012290,a,helped,365278,12020.478999999998,15573.959716184301,0.018241859592080238,10827.960521567733,10469.396495627578,358.56402594015526,9219.43,0.0,0.0,9219.43,358.56402594015526,9219.41,0.02,9219.43,37103.0,35714.0,35714.0,1389.0,0.08400922942424936,1315280.8742397837,,0.0,264287.0,32054.0,5.343679628527042,85235.34644077884,46564.753079235685,0.035,,10888.553335590066,0.0,2.386604518788565,22302.6775,0.0,1.7479351299698465e-12,1020.37,0.0,3.014920015407474e-07,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,7.587825573373675e-07,1133537.7415138707,2705306.2961143884
I - Ilocos,EQ,25,155429012290,a,helped,365279,12020.478999999998,15573.959716184301,0.018241859592080238,10488.044729657375,9953.167363388115,534.8773662692597,8764.83,0.0,0.0,8764.83,534.8773662692597,8764.81,0.02,8764.83,36025.0,33953.0,33953.0,2072.0,0.08400922942424936,1135411.7268222822,,0.0,267870.0,32054.0,4.612913206175641,1286677.4153008587,46564.753079235685,0.035,,10888.553335590066,0.0,37.895732318967575,22302.6775,0.0,6.338041202980094e-12,1023.9,0.0,4.466231666012411e-06,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,7.587825573373675e-07,1133537.7415138707,42956242.8258567
I - Ilocos,EQ,30,155429012290,a,helped,365280,12020.478999999998,15573.959716184301,0.018241859592080238,11027.677842942076,10442.720259946833,584.9575829952425,9195.95,0.0,0.0,9195.95,584.9575829952425,9195.92,0.03,9195.95,37889.0,35623.0,35623.0,2266.0,0.08400922942424936,1311606.6474402647,,0.0,271453.0,32054.0,5.328752101423353,2088135.5316709192,46564.753079235685,0.035,,10888.553335590066,0.0,58.61744981974467,22302.6775,0.0,5.172751116333529e-12,1025.94,0.0,7.15767875967212e-06,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,7.587825573373675e-07,1133537.7415138707,66445091.68197602
I - Ilocos,EQ,50,15542908191,a,helped,326741,14606.317999999996,15573.959716184301,0.016548537554527305,12953.789282188773,12174.706323018587,779.0829591701861,11099.53,0.0,0.0,11099.53,779.0829591701861,11099.49,0.04,11099.53,46015.0,42997.0,42997.0,3018.0,0.08400922942424936,1170918.6896364272,,0.0,274459.0,32052.0,5.243945080063385,7588416.754804041,55069.623795736785,0.025,,12336.73457244678,390.34534686164847,176.48655084511995,22302.6775,0.0,-8.469669410260394e-12,1040.46,0.0,2.1394561827719688e-05,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,5.664855973465493e-07,1133537.7415138707,200054166.25255015
I - Ilocos,EQ,100,1553274016448,a,helped,400614,15518.479000000001,15573.959716184301,0.016054819202804296,13898.736774809364,13009.683855199648,889.0529196097154,11861.05,0.0,0.0,11861.05,889.0529196097154,11861.01,0.04,11861.05,49391.0,45947.0,45947.0,3444.0,0.08400922942424936,1159071.5687545745,,0.0,279158.0,32031.0,5.350518256437884,48520741.673823364,60115.25354358213,0.025,,15101.978598757258,0.0,1056.0118003989967,22302.6775,0.0,-8.526512829121202e-14,1097.9,0.0,7.470344892470612e-05,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,5.172806949316455e-07,1133537.7415138707,1197029231.236275
I - Ilocos,EQ,500,133732014154,a,helped,343373,22237.517999999993,15573.959716184301,0.013411792923396199,21505.752658612386,20021.15819267874,1484.5944659336449,19640.81,0.0,0.0,19640.81,1484.5944659336449,19640.74,0.07,19640.81,81835.0,76084.0,76084.0,5751.0,0.08400922942424936,1748437.3289854368,,0.0,289040.0,31776.0,9.661715547545223,221557772.55754063,86143.36706258202,0.0049999999999999975,,18782.897122043403,0.0,2912.00517,22302.6775,0.0,4.704236999941713e-12,3458.29,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,3.015577755439299e-07,1133537.7415138707,3300867763.678515
I - Ilocos,EQ,500,1337320228007,a,helped,382005,47970.742,15573.959716184301,0.00913149272862109,46392.60963885619,43189.79907741666,3202.8105614395295,42369.3,0.0,0.0,42369.3,3202.8105614395295,42369.15,0.15,42369.3,176536.0,164129.0,164129.0,12407.0,0.08400922942424936,1165778.7908431948,,0.0,289631.0,30407.0,9.461617536326953,238973080.15651613,185828.34812637008,0.0049999999999999975,,49279.62406924472,0.0,1456.002585,22302.6775,0.0,-1.864464138634503e-11,12413.13,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,7.880539499036569,10.019267822736055,-1.0,1.0,9.517773071574638e-08,1133537.7415138707,1650433881.8392575
I - Ilocos,EQ,500,133732024245,a,helped,343725,37105.61299999999,15573.959716184301,0.01038269724386537,35884.788938915866,33407.367083661964,2477.4218552539023,32772.71,0.0,0.0,32772.71,2477.4218552539023,32772.6,0.11,32772.71,136551.0,126954.0,126954.0,9597.0,0.08400922942424936,1335761.9850709331,,0.0,289046.0,31573.0,9.534763070523327,246461315.47275168,143739.17272337296,0.005000000000000001,,29907.48043974583,0.0,1941.336685,22302.6775,0.0,6.0822458181064576e-12,8055.63,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,7.91907514450863,10.019267822736055,-1.0,1.0,1.3990736716659785e-07,1133537.7415138707,2200578401.4329247
I - Ilocos,EQ,500,1551428012223,a,helped,386009,18492.75,15573.959716184301,0.014707174535497655,16935.782060182206,15806.653874824222,1129.1281853579835,14938.67,0.0,0.0,14938.67,1129.1281853579835,14938.62,0.05,14938.67,62243.0,57869.0,57869.0,4374.0,0.08400922942424936,1288890.7476651042,,0.0,289701.0,31985.0,6.49498086902014,140003333.99852982,71636.94038365991,0.015,,15386.893119337243,0.0,2419.3064799999997,22302.6775,0.0,6.679101716144942e-12,1406.62,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,3.976470383122482e-07,1133537.7415138707,2742375203.369072
I - Ilocos,EQ,500,155223318213,a,helped,352921,15040.030999999999,15573.959716184301,0.01630818501937212,14545.124202833487,13540.93841384342,1004.1857889900676,13283.7,0.0,0.0,13283.7,1004.1857889900676,13283.65,0.05,13283.7,55348.0,51458.0,51458.0,3890.0,0.08400922942424936,2152853.199996748,,0.0,289186.0,31997.0,9.78362511943769,193928296.99138314,58261.848784815505,0.0050000000000000044,,14452.839651452248,0.0,3768.65836,22302.6775,0.0,3.907985046680551e-14,1330.64,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,5.4215928874655e-07,1133537.7415138707,4271916485.9317675
I - Ilocos,EQ,500,15524110995,a,helped,316973,30205.419999999995,15573.959716184301,0.011507674157013066,29211.661602199983,27195.029369914533,2016.632232285452,26678.39,0.0,0.0,26678.39,2016.632232285452,26678.3,0.09,26678.39,111158.0,103346.0,103346.0,7812.0,0.08400922942424936,1485053.7658363935,,0.0,288649.0,31192.0,9.564133678840093,329905143.2782193,117009.30752881039,0.005000000000000001,,27410.811878615816,0.0,3192.2279999999996,22302.6775,0.0,3.751665644813329e-11,6239.78,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,7.938342967244661,10.019267822736055,-1.0,1.0,1.904902192555685e-07,1133537.7415138707,3618510917.5173397
I - Ilocos,EQ,500,1553217026377,a,helped,398161,34422.836,15573.959716184301,0.010779699930986734,33148.1652815816,30859.70589356182,2288.4593880197813,30271.92,0.0,0.0,30271.92,2288.4593880197813,30271.81,0.11,30271.92,126131.0,117266.0,117266.0,8865.0,0.08400922942424936,1362188.9351604457,,0.0,289871.0,31205.0,9.365299982629297,275656502.3533943,132770.62760170954,0.0049999999999999975,,20968.012936921477,148.7029838228265,2350.685985,22302.6775,0.0,2.518163455533795e-11,6323.78,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,7.957610789980691,10.019267822736055,-1.0,1.0,1.5657774291151858e-07,1133537.7415138707,2664591282.4452085
I - Ilocos,EQ,500,1553256020212,a,helped,400045,19248.551,15573.959716184301,0.0144155419619184,17874.76199792121,16682.90446893223,1191.8575289889825,15766.8,0.0,0.0,15766.8,1191.8575289889825,15766.75,0.05,15766.8,65694.0,61077.0,61077.0,4617.0,0.08400922942424936,1333473.6072218472,,0.0,289898.0,32026.0,6.855584152540016,59420658.74174117,74564.75107589933,0.014999999999999986,,18254.10955242052,0.0,972.8777099999999,22302.6775,0.0,7.16227077646181e-12,1421.68,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,3.7445784781198336e-07,1133537.7415138707,1102793602.1625862
I - Ilocos,EQ,500,1553274016448,a,helped,400617,15518.479000000001,15573.959716184301,0.016054819202804296,15007.645189625908,13971.70751064978,1035.9376789761288,13706.28,0.0,0.0,13706.28,1035.9376789761288,13706.23,0.05,13706.28,57108.0,53095.0,53095.0,4013.0,0.08400922942424936,2122442.798935489,,0.0,289907.0,32031.0,9.79764257020961,159160894.07462916,60115.25354358213,0.0049999999999999975,,15101.978598757258,0.0,2997.652135,22302.6775,0.0,1.2562395568238571e-11,1340.52,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,5.172806949316455e-07,1133537.7415138707,3397951830.952132
I - Ilocos,EQ,500,155429012290,a,helped,365285,12020.478999999998,15573.959716184301,0.018241859592080238,11624.956995312245,10822.382800461313,802.5741948509307,10616.79,0.0,0.0,10616.79,802.5741948509307,10616.75,0.04,10616.79,44236.0,41127.0,41127.0,3109.0,0.08400922942424936,2400053.1089480906,,0.0,289368.0,32054.0,9.750856381213376,71652750.58248495,46564.753079235685,0.0050000000000000044,,10888.553335590066,0.0,1742.2253299999998,22302.6775,0.0,7.105427357601002e-14,1268.3,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,7.587825573373675e-07,1133537.7415138707,1974878165.7764578
I - Ilocos,EQ,500,15542908191,a,helped,326749,14606.317999999996,15573.959716184301,0.016548537554527305,13752.773447258294,12803.57263848799,949.200808770303,12556.3,0.0,0.0,12556.3,949.200808770303,12556.26,0.04,12556.3,52316.0,48639.0,48639.0,3677.0,0.08400922942424936,1888954.6539498887,,0.0,288791.0,32052.0,8.459660394624887,84740392.8321772,55069.623795736785,0.005000000000000001,,12336.73457244678,390.34534686164847,1742.2253299999998,22302.6775,0.0,1.5788259588589426e-11,1313.62,0.0,0.0008242260539263493,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,5.664855973465493e-07,1133537.7415138707,1974878165.7764578
I - Ilocos,EQ,1000,133732014154,a,helped,343374,22237.517999999993,15573.959716184301,0.013411792923396199,21504.472658612387,19953.79295823621,1550.679700376179,19574.72,0.0,0.0,19574.72,1550.679700376179,19574.65,0.07,19574.72,81835.0,75828.0,75828.0,6007.0,0.08400922942424936,1716197.7852807778,,0.0,292623.0,31776.0,9.483562578895317,220812333.5633607,86143.36706258202,0.005,,18782.897122043403,0.0,2912.00517,22302.6775,0.0,-1.7621459846850485e-12,3581.58,0.0,0.0018774587895155313,2799.2664472246693,17242.144499299247,10.0,10.019267822736055,10.019267822736055,-1.0,1.0,3.015577755439299e-07,1133537.7415138707,3300867763.678515
I - Ilocos,EQ,1000,1337320228007,a,helped,382006,47970.742,15573.959716184301,0.00913149272862109,46389.84463885619,43044.27964520291,3345.5649936532845,42226.55,0.0,0.0,42226.55,3345.5649936532845,42226.4,0.15,42226.55,176536.0,163576.0,163576.0,12960.0,0.08400922942424936,1144390.6209425197,,0.0,293214.0,30407.0,9.288028271372324,238167947.8053804,185828.34812637008,0.005,,49279.62406924472,0.0,1456.002585,22302.6775,0.0,-2.4215296434704214e-11,12679.09,0.0,0.0018774587895155313,2799.2664472246693,17242.144499299247,10.0,7.880539499036569,10.019267822736055,-1.0,1.0,9.517773071574638e-08,1133537.7415138707,1650433881.8392575
