,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcexp,pcsoc,c,pov_line,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dc_pre_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
55,ARMM,EQ,1,1566131354,helped,a,1.1548435707364615,15739.45187160797,0.0,22801.006,22302.6775,88326.19851073918,0.18500000000000005,34270,3918,38188.0,2.6584099870520747e-07,1011.4138615072198,0.18500000000000005,15186.59447010016,1011.4138615072198,16198.008331607381,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.013245031369892043,0.386695806941214,-1,8.689788053949885,8.689788053949885,6866.579999999996,3377.4000000000274,30381.07,2592.0,9.906,7958.928462883056,1779.09,1778.91,0.18,3053.94,2592.0,8.8,2592.0
56,ARMM,EQ,1,1566131473,helped,a,1.6167810140891274,13140.335821657432,0.0,15999.516000000001,22302.6775,61978.68753210923,0.20500000000000004,22185,2536,24721.0,2.6584099870520747e-07,654.6568536963525,0.207,8842.879007264684,654.6568536963525,9497.535860961038,2,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.015811627453515737,0.021483616764500134,-1,8.689788053949885,8.689788053949885,3763.339999999997,0.08000000003229957,30381.03,0.0,10.0,6109.525241751101,975.48,975.37,0.11,1757.6,1757.6,0.0,0.0
57,ARMM,EQ,1,1566131592,helped,a,1.3858122547675908,12398.939923594331,0.0,18754.284999999996,22302.6775,72650.07078358639,0.18500000000000005,28250,3229,31479.0,2.6584099870520747e-07,833.5516484958686,0.186,11418.753212465163,833.5516484958686,12252.30486096103,2,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.014604266181320897,0.18724513253035205,-1,8.689788053949885,8.689788053949885,5662.319999999998,0.09000000001092828,30381.05,0.0,10.0,7875.8632764000695,1467.09,1466.95,0.14,2524.06,2524.06,0.0,0.0
58,ARMM,EQ,1,1566211116,helped,a,1.4042898759779656,26000.929076600434,0.0,68036.97699999998,22302.6775,263560.6313411169,0.3850000000000002,55899,6391,62290.0,2.6584099870520747e-07,1649.80755203998,0.3850000000000002,35951.18734415317,1649.80755203998,37600.99489619315,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.0076675654396930444,0.19594531271645096,-1,0.0,0.0,1969.869999999995,0.09000000003090564,30381.34,0.0,5.299,2788.428348513408,512.59,512.3,0.29,1276.64,1276.64,0.0,4888.0
59,ARMM,EQ,1,1566211249,helped,a,1.7553624202628644,18793.63299189571,0.0,22240.632999999994,22302.6775,86155.43390333287,0.5550000000000003,12283,1404,13687.0,2.6584099870520747e-07,362.43620764577247,0.5550000000000003,9987.86552600643,362.43620764577247,10350.301733652203,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.013410853669601232,0.0,-1,8.689788053949885,8.689788053949885,98.81999999999307,18306.57000000001,30381.07,0.0,10.0,175.75368510722876,25.84,25.78,0.06,81.27,0.0,1.56,0.0
60,ARMM,EQ,1,1566211379,helped,a,0.6143768470920026,22852.580899613593,0.0,29673.54299999999,22302.6775,114948.93030311707,0.7350000000000004,11258,1287,12545.0,2.6584099870520747e-07,332.2331903419581,0.7350000000000004,11180.831442789255,332.2331903419581,11513.064633131213,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.011610349512467982,0.0,-1,0.0,0.0,18.960000000000047,20490.09000000001,30381.12,0.0,10.0,11.951811211232256,5.02,4.96,0.06,19.15,0.0,0.37,0.0
61,ARMM,EQ,1,1566233153,helped,a,1.1626000638001897,26454.463110195666,1919.1177980076216,30097.896000000004,22302.6775,109158.53262173034,0.18500000000000005,41879,4788,46667.0,2.6584099870520747e-07,1236.0004004330192,0.18500000000000005,18558.493678777275,1236.0004004330192,19794.494079210293,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.011528211274024893,0.4291155420189765,-1,1.9075144508670487,0.0,8391.140000000018,2537.7000000000016,30381.1,3761.0,8.977,9791.338298657829,2174.08,2173.87,0.21,3731.98,3731.98,0.0,3761.0
62,ARMM,EQ,1,1566237172,helped,a,0.892876696610761,42537.966342901316,0.0,62615.32799999999,22302.6775,242558.3279414533,0.6450000000000004,27824,3181,31005.0,2.6584099870520747e-07,821.1606670378933,0.6450000000000004,25129.118918472926,821.1606670378933,25950.27958551082,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.007992629207138467,0.0,-1,0.0,0.0,102.39999999999817,4651.490000000001,30381.31,0.0,10.0,93.06680332062339,26.9,26.76,0.14,93.77,0.0,1.8,0.0
63,ARMM,EQ,1,1566274222,helped,a,1.5465785818134996,43262.67524231058,0.0,74621.109,22302.6775,289066.1441265138,0.9150000000000006,21560,2465,24025.0,2.6584099870520747e-07,636.328526956431,0.9150000000000006,25293.015838207175,636.328526956431,25929.344365163604,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.007321484479995209,0.0,-1,0.0,0.0,7.590000000008053,12890.259999999986,30381.39,0.0,10.0,12.61724853255727,2.11,2.0,0.11,9.18,0.0,0.18,0.0
64,ARMM,EQ,1,1566274335,helped,a,1.325638805923116,21414.63687532828,0.0,29568.061,22302.6775,114540.31569763392,0.5550000000000003,16603,1898,18501.0,2.6584099870520747e-07,489.9600584840999,0.5550000000000003,13500.653857224192,489.9600584840999,13990.61391570829,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.011631040632329495,0.0,-1,0.0,0.0,133.52000000001055,14059.920000000024,30381.12,0.0,10.0,179.34525116415645,34.93,34.84,0.09,109.83,0.0,2.1,0.0
