region,hazard,rp,hhid,affected_cat,index,province,pcwgt,ispoor,pcinc,hhwgt,hhsize,hhsize_ae,pcwgt_ae,pcexp,pcinc_ae,pcsoc,axfin,has_ew,c,v,social,pov_line,quintile,c_5,gamma_SP,k,ew_expansion,protection,hh_share,optimal_hh_reco_rate,fa,v_with_ew,dk_private,dk_public,dk_other,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0
III - Central Luzon,HU,500,34927019167,na,419207,Nueva Ecija,164.97795500000015,0,31703.093141474572,34.47912900000003,4.784864345036094,4.784864345036094,164.97795500000015,31703.093141474572,36242.797,31386.06221005983,0,1.0,340.07726424608234,0.0,9.747711529783028e-09,22302.6775,2.0,19393.96761265777,9.485022022617145e-08,1006.2624379892873,0,1,0.9687410047989004,0.4950000000000002,0.95,0.0,0,0,0.0,0.0,0.6048790692657874,0.616745824443873,0.019240916934921984,603.8966158980551,0.0,603.8966158980551
III - Central Luzon,HU,500,36945218005,a,436323,Tarlac,1682.4766949999998,0,1237458.8545065941,879.0618945,1.9139456567583024,1.9139456567583024,1682.4766949999998,1237458.8545065941,172848.7,1225084.2659615285,0,1.0,13274.150253406946,0.13813323292307866,9.747711529783061e-09,22302.6775,5.0,19393.96761265777,3.702264771043014e-06,39277.188452574606,0,1,0.9687410047989004,0.7550000000000004,0.95,0.13813323292307866,5255,169,0.0,5424.0,23.610092454651667,20.74887408493251,0.019240916934921984,25347.728616065815,57.11537559943086,25404.843991665246
III - Central Luzon,HU,500,36945218005,na,436323,Tarlac,88.55140500000007,0,1237458.8545065941,46.26641550000004,1.9139456567583024,1.9139456567583024,88.55140500000007,1237458.8545065941,172848.7,1225084.2659615285,0,1.0,13274.150253406946,0.0,9.747711529783061e-09,22302.6775,5.0,19393.96761265777,3.702264771043014e-06,39277.188452574606,0,1,0.9687410047989004,0.7550000000000004,0.95,0.0,0,0,0.0,0.0,23.610092454651667,24.073284522499872,0.019240916934921984,23571.74459964564,0.0,23571.74459964564
III - Central Luzon,HU,500,37754027558,a,440943,Aurora,4483.550934999999,1,58876.28338316848,1561.71317,2.8709183101785585,2.8709183101785585,4483.550934999999,58876.28338316848,20166.387,58287.5205493368,0,1.0,631.5625195489592,0.3699138808068259,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7614774747913677e-07,1868.7448632382773,0,1,0.9687410047989004,0.2950000000000001,0.95,0.3699138808068259,669,21,0.0,690.0,1.123329869918909,0.7224616015077882,0.019240916934921984,1347.6011180135265,7.097176849633421,1354.6982948631598
III - Central Luzon,HU,500,37754027558,na,440943,Aurora,235.9763650000002,1,58876.28338316848,82.19543000000007,2.8709183101785585,2.8709183101785585,235.9763650000002,58876.28338316848,20166.387,58287.5205493368,0,1.0,631.5625195489592,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7614774747913677e-07,1868.7448632382773,0,1,0.9687410047989004,0.2950000000000001,0.95,0.0,0,0,0.0,0.0,1.123329869918909,1.145367796552309,0.019240916934921984,1121.5053412323475,0.0,1121.5053412323475
III - Central Luzon,HU,500,314116720249,a,445387,Bulacan,2458.5603849999998,0,128770.2803182764,856.3671354999999,2.8709186551916663,2.8709186551916663,2458.5603849999998,128770.2803182764,272367.69,127482.57751509365,0,1.0,1381.311421299497,0.14093766055451604,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.852586052808815e-07,4087.194130724049,0,1,0.9687410047989004,0.7550000000000004,0.95,0.14093766055451604,558,18,0.0,576.0,2.456872172075722,2.152037318677045,0.019240916934921984,2641.463812336501,6.083294442542932,2647.547106779044
III - Central Luzon,HU,500,314116720249,na,445387,Bulacan,129.3979150000001,0,128770.2803182764,45.07195450000004,2.8709186551916663,2.8709186551916663,129.3979150000001,128770.2803182764,272367.69,127482.57751509365,0,1.0,1381.311421299497,0.0,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.852586052808815e-07,4087.194130724049,0,1,0.9687410047989004,0.7550000000000004,0.95,0.0,0,0,0.0,0.0,2.456872172075722,2.505072055409862,0.019240916934921984,2452.88168461767,0.0,2452.88168461767
III - Central Luzon,HU,500,314330238002,a,454671,Bulacan,1909.9228449999998,0,172210.74382297735,665.2654490000001,2.8709184399564385,2.8709184399564385,1909.9228449999998,172210.74382297735,126659.27,170488.63638474754,0,1.0,1847.2947851414942,0.10587619221538606,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,5.15225025647529e-07,5466.003022290516,0,1,0.9687410047989004,0.9050000000000006,0.95,0.10587619221538606,560,18,0.0,578.0,3.28569436352375,2.995893854381159,0.019240916934921984,3469.615740350603,6.083294442542932,3475.699034793146
III - Central Luzon,HU,500,314330238002,na,454671,Bulacan,100.52225500000009,0,172210.74382297735,35.01397100000004,2.8709184399564385,2.8709184399564385,100.52225500000009,172210.74382297735,126659.27,170488.63638474754,0,1.0,1847.2947851414942,0.0,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,5.15225025647529e-07,5466.003022290516,0,1,0.9687410047989004,0.9050000000000006,0.95,0.0,0,0,0.0,0.0,3.28569436352375,3.3501544061720767,0.019240916934921984,3280.3576910270453,0.0,3280.3576910270453
III - Central Luzon,HU,500,349222206110,a,459291,Nueva Ecija,2340.133195,0,59675.679946263925,611.3374640000002,3.8278910304113136,3.8278910304113136,2340.133195,59675.679946263925,26471.117,59078.92314680129,0,1.0,640.1376006936306,0.09116256976520284,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7853940496565675e-07,1894.1178680397657,0,1,0.9687410047989004,1.0350000000000006,0.95,0.09116256976520284,167,5,0.0,172.0,1.1385819542155942,1.0554990072331583,0.019240916934921984,1193.1721068669472,1.689804011817481,1194.8619108787645
III - Central Luzon,HU,500,349222206110,na,459291,Nueva Ecija,123.1649050000001,0,59675.679946263925,32.17565600000004,3.8278910304113136,3.8278910304113136,123.1649050000001,59675.679946263925,26471.117,59078.92314680129,0,1.0,640.1376006936306,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7853940496565675e-07,1894.1178680397657,0,1,0.9687410047989004,1.0350000000000006,0.95,0.0,0,0,0.0,0.0,1.1385819542155942,1.1609191022297636,0.019240916934921984,1136.7326528722433,0.0,1136.7326528722433
III - Central Luzon,HU,500,349252198001,a,460479,Nueva Ecija,5551.390835,0,52131.983012505734,644.554594,8.612755050815757,8.612755050815757,5551.390835,52131.983012505734,44938.238,51610.66318238068,0,1.0,559.2167957713536,0.17025158106205898,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.559699568587021e-07,1654.6794374064718,0,1,0.9687410047989004,0.6450000000000004,0.95,0.17025158106205898,272,8,0.0,280.0,0.994652011488795,0.842551377216686,0.019240916934921984,1084.961821491294,2.7036864189079695,1087.6655079102018
III - Central Luzon,HU,500,349252198001,na,460479,Nueva Ecija,292.17846500000024,0,52131.983012505734,33.92392600000003,8.612755050815757,8.612755050815757,292.17846500000024,52131.983012505734,44938.238,51610.66318238068,0,1.0,559.2167957713536,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.559699568587021e-07,1654.6794374064718,0,1,0.9687410047989004,0.6450000000000004,0.95,0.0,0,0,0.0,0.0,0.9946520114887948,1.0141654853506943,0.019240916934921984,993.036483248423,0.0,993.036483248423
III - Central Luzon,HU,500,377614012108,a,485295,Aurora,3288.9099749999996,0,56829.82520875371,687.3570055000001,4.7848642680342905,4.7848642680342905,3288.9099749999996,56829.82520875371,43480.246,56261.526956666174,0,1.0,609.610279928575,0.13822589313298986,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.700250954192671e-07,1803.7898765863363,0,1,0.9687410047989004,0.7550000000000004,0.95,0.13822589313298986,241,7,0.0,248.0,1.08428447739814,0.9535553289795827,0.019240916934921984,1163.9719201746905,2.365725616544473,1166.337645791235
III - Central Luzon,HU,500,377614012108,na,485295,Aurora,173.10052500000015,0,56829.82520875371,36.17668450000004,4.7848642680342905,4.7848642680342905,173.10052500000015,56829.82520875371,43480.246,56261.526956666174,0,1.0,609.610279928575,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.700250954192671e-07,1803.7898765863363,0,1,0.9687410047989004,0.7550000000000004,0.95,0.0,0,0,0.0,0.0,1.08428447739814,1.1055563961839898,0.019240916934921984,1082.5233668050878,0.0,1082.5233668050878
III - Central Luzon,HU,500,3491217014204,a,498099,Nueva Ecija,2777.30201,0,75759.72940326715,644.927659,4.30637757776799,4.30637757776799,2777.30201,75759.72940326715,162516.03,75002.13210923447,0,1.0,812.6702779603994,0.1914482832781393,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2666012385947365e-07,2404.6287745661425,0,1,0.9687410047989004,0.5850000000000003,0.95,0.1914482832781393,445,14,0.0,459.0,1.44545752696056,1.1924905246679725,0.019240916934921984,1593.5023509075813,4.731451233088946,1598.2338021406704
III - Central Luzon,HU,500,3491217014204,na,498099,Nueva Ecija,146.17379000000014,0,75759.72940326715,33.94356100000003,4.30637757776799,4.30637757776799,146.17379000000014,75759.72940326715,162516.03,75002.13210923447,0,1.0,812.6702779603994,0.0,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2666012385947365e-07,2404.6287745661425,0,1,0.9687410047989004,0.5850000000000003,0.95,0.0,0,0,0.0,0.0,1.44545752696056,1.473815080501936,0.019240916934921984,1443.1097938558255,0.0,1443.1097938558255
III - Central Luzon,HU,1000,349990576,a,380004,Nueva Ecija,4029.729285,0,36842.21888108273,701.8188745,5.741836578377745,5.741836578377745,4029.729285,36842.21888108273,30842.369,36473.7966922719,0,1.0,395.20437169719065,0.18199053872033094,9.747711529783031e-09,22302.6775,2.0,19393.96761265777,1.1022560350491322e-07,1169.37930399333,0,1,0.9698313083146486,0.6150000000000003,0.95,0.18199053872033094,206,6,0.0,212.0,0.9524187193246751,0.8013966380257312,0.027008518314149476,1054.7231312366705,2.027764814180977,1056.7508960508515
III - Central Luzon,HU,1000,349990576,na,380004,Nueva Ecija,212.0910150000002,0,36842.21888108273,36.937835500000034,5.741836578377745,5.741836578377745,212.0910150000002,36842.21888108273,30842.369,36473.7966922719,0,1.0,395.20437169719065,0.0,9.747711529783031e-09,22302.6775,2.0,19393.96761265777,1.1022560350491322e-07,1169.37930399333,0,1,0.9698313083146486,0.6150000000000003,0.95,0.0,0,0,0.0,0.0,0.9524187193246751,0.9788561742333771,0.027008518314149476,985.1032059497902,0.0,985.1032059497902
III - Central Luzon,HU,1000,385110364,a,382996,Bataan,4047.8891999999996,0,70757.14889472173,704.981586,5.741836780400673,5.741836780400673,4047.8891999999996,70757.14889472173,70562.492,70049.57740577451,0,1.0,759.0078833818945,0.1421446074535826,9.747711529783045e-09,22302.6775,5.0,19393.96761265777,2.116932605058805e-07,2245.8458811650835,0,1,0.9698313083146486,0.7550000000000004,0.95,0.1421446074535826,309,9,0.0,318.0,1.8291632583502997,1.6137482827895087,0.027008518314149476,1996.3651821926126,3.041647221271466,1999.406829413884
III - Central Luzon,HU,1000,385110364,na,382996,Bataan,213.04680000000016,0,70757.14889472173,37.10429400000003,5.741836780400673,5.741836780400673,213.04680000000016,70757.14889472173,70562.492,70049.57740577451,0,1.0,759.0078833818945,0.0,9.747711529783045e-09,22302.6775,5.0,19393.96761265777,2.116932605058805e-07,2245.8458811650835,0,1,0.9698313083146486,0.7550000000000004,0.95,0.0,0,0,0.0,0.0,1.8291632583502997,1.8799375871009774,0.027008518314149476,1891.9352942622922,0.0,1891.9352942622922
III - Central Luzon,HU,1000,3141692120,a,385020,Bulacan,1758.14334,0,122178.68232663695,612.3975784999999,2.8709181775446884,2.8709181775446884,1758.14334,122178.68232663695,100994.67,120956.8955033706,0,1.0,1310.6037271952223,0.22490832132285696,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,3.6553767400268166e-07,3877.975508562695,0,1,0.9698313083146486,0.5150000000000002,0.95,0.22490832132285696,845,26,0.0,871.0,3.158476000750911,2.5170588638551203,0.027008518314149476,3552.443405422604,8.786980861450902,3561.230386284055
III - Central Luzon,HU,1000,3141692120,na,385020,Bulacan,92.53386000000009,0,122178.68232663695,32.23145150000003,2.8709181775446884,2.8709181775446884,92.53386000000009,122178.68232663695,100994.67,120956.8955033706,0,1.0,1310.6037271952223,0.0,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,3.6553767400268166e-07,3877.975508562695,0,1,0.9698313083146486,0.5150000000000002,0.95,0.0,0,0,0.0,0.0,3.1584760007509116,3.246149694217665,0.027008518314149476,3266.8665274254495,0.0,3266.8665274254495
III - Central Luzon,HU,1000,3492834016,a,390212,Nueva Ecija,3776.757205,0,78905.06143236512,717.5576005,5.263350569164516,5.263350569164516,3776.757205,78905.06143236512,63867.938,78116.01081804144,0,1.0,846.4100744789345,0.2923074509814949,9.747711529783045e-09,22302.6775,5.0,19393.96761265777,2.360704181267572e-07,2504.462234404364,0,1,0.9698313083146486,0.3950000000000002,0.95,0.2923074509814949,709,22,0.0,731.0,2.0397972717174278,1.4845178565998753,0.027008518314149476,2349.4119176830895,7.435137651996917,2356.8470553350867
III - Central Luzon,HU,1000,3492834016,na,390212,Nueva Ecija,198.77669500000016,0,78905.06143236512,37.76618950000004,5.263350569164516,5.263350569164516,198.77669500000016,78905.06143236512,63867.938,78116.01081804144,0,1.0,846.4100744789345,0.0,9.747711529783045e-09,22302.6775,5.0,19393.96761265777,2.360704181267572e-07,2504.462234404364,0,1,0.9698313083146486,0.3950000000000002,0.95,0.0,0,0,0.0,0.0,2.0397972717174273,2.096418427202654,0.027008518314149476,2109.797708807371,0.0,2109.797708807371
III - Central Luzon,HU,1000,3543362475,a,394568,Pampanga,4292.723864999999,0,75712.61584927663,815.5877585000002,5.263350044506583,5.263350044506583,4292.723864999999,75712.61584927663,98199.383,74955.48969078387,0,1.0,812.1648935653025,0.127153815811312,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2651916818200403e-07,2403.133381057084,0,1,0.9698313083146486,0.7950000000000005,0.95,0.127153815811312,296,9,0.0,305.0,1.9572684494558312,1.7562913995479705,0.027008518314149476,2124.4731135591733,3.041647221271466,2127.5147607804447
III - Central Luzon,HU,1000,3543362475,na,394568,Pampanga,225.93283500000018,0,75712.61584927663,42.92567150000005,5.263350044506583,5.263350044506583,225.93283500000018,75712.61584927663,98199.383,74955.48969078387,0,1.0,812.1648935653025,0.0,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2651916818200403e-07,2403.133381057084,0,1,0.9698313083146486,0.7950000000000005,0.95,0.0,0,0,0.0,0.0,1.9572684494558312,2.0115987511674613,0.027008518314149476,2024.4367160595784,0.0,2024.4367160595784
III - Central Luzon,HU,1000,3695312476,a,398968,Tarlac,3522.3739,0,160566.37397897168,613.4576265,5.741837329656216,5.741837329656216,3522.3739,160566.37397897168,217731.69,158960.71023918196,0,1.0,1722.3862967883974,0.1404098405563791,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,4.803870671186799e-07,5096.4084235619375,0,1,0.9698313083146486,0.7550000000000004,0.95,0.1404098405563791,693,21,0.0,714.0,4.150847177941873,3.668397010932931,0.027008518314149476,4527.500089763057,7.097176849633421,4534.597266612691
III - Central Luzon,HU,1000,3695312476,na,398968,Tarlac,185.38810000000018,0,160566.37397897168,32.28724350000003,5.741837329656216,5.741837329656216,185.38810000000018,160566.37397897168,217731.69,158960.71023918196,0,1.0,1722.3862967883974,0.0,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,4.803870671186799e-07,5096.4084235619375,0,1,0.9698313083146486,0.7550000000000004,0.95,0.0,0,0,0.0,0.0,4.150847177941874,4.2660673357077386,0.027008518314149476,4293.2932537251545,0.0,4293.2932537251545
III - Central Luzon,HU,1000,3833020356,a,403060,Bataan,2609.39578,0,82101.60501369556,681.679739,3.8278910619052433,3.8278910619052433,2609.39578,82101.60501369556,55482.555,81280.5889635586,0,1.0,880.6992143849646,0.1860441901336761,9.747711529783046e-09,22302.6775,5.0,19393.96761265777,2.456339285797832e-07,2605.9211590251834,0,1,0.9698313083146486,0.5850000000000003,0.95,0.1860441901336761,470,14,0.0,484.0,2.122432032501573,1.7762035129707505,0.027008518314149476,2354.109852717972,4.731451233088946,2358.841303951061
III - Central Luzon,HU,1000,3833020356,na,403060,Bataan,137.33662000000012,0,82101.60501369556,35.87788100000003,3.8278910619052433,3.8278910619052433,137.33662000000012,82101.60501369556,55482.555,81280.5889635586,0,1.0,880.6992143849646,0.0,9.747711529783046e-09,22302.6775,5.0,19393.96761265777,2.456339285797832e-07,2605.9211590251834,0,1,0.9698313083146486,0.5850000000000003,0.95,0.0,0,0,0.0,0.0,2.122432032501573,2.181346982425942,0.027008518314149476,2195.2682756071285,0.0,2195.2682756071285
III - Central Luzon,HU,1000,31418806233,a,408428,Bulacan,3041.184745,0,108041.84126037318,706.2047964999999,4.306377923333745,4.306377923333745,3041.184745,108041.84126037318,85768.18,106961.42284776946,0,1.0,1158.9586428041591,0.25201014382422016,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,3.232426688290906e-07,3429.269380951577,0,1,0.9698313083146486,0.4550000000000002,0.95,0.25201014382422016,838,26,0.0,864.0,2.7930204860576633,2.1473184650534978,0.027008518314149476,3172.080700272077,8.786980861450902,3180.867681133528
III - Central Luzon,HU,1000,31418806233,na,408428,Bulacan,160.06235500000014,0,108041.84126037318,37.16867350000003,4.306377923333745,4.306377923333745,160.06235500000014,108041.84126037318,85768.18,106961.42284776946,0,1.0,1158.9586428041591,0.0,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,3.232426688290906e-07,3429.269380951577,0,1,0.9698313083146486,0.4550000000000002,0.95,0.0,0,0,0.0,0.0,2.7930204860576633,2.8705497824280535,0.027008518314149476,2888.8695478914674,0.0,2888.8695478914674
III - Central Luzon,HU,1000,31444011509,a,412784,Bulacan,2284.5440399999998,0,103544.96923906489,682.0746635,3.349404635963288,3.349404635963288,2284.5440399999998,103544.96923906489,106361.77,101630.00204425912,0,1.0,2054.1743411910397,0.13907406790689222,9.664077512797589e-09,22302.6775,5.0,19393.96761265777,3.071308535288179e-07,6078.143698836287,0,1,0.9698313083146486,0.7550000000000004,0.95,0.13907406790689222,819,25,0.0,844.0,4.950436370601287,4.381361854904051,0.027008518314149476,3021.6656686151246,8.449020059087404,3030.114688674212
III - Central Luzon,HU,1000,31444011509,na,412784,Bulacan,120.2391600000001,0,103544.96923906489,35.89866650000003,3.349404635963288,3.349404635963288,120.2391600000001,103544.96923906489,106361.77,101630.00204425912,0,1.0,2054.1743411910397,0.0,9.664077512797589e-09,22302.6775,5.0,19393.96761265777,3.071308535288179e-07,6078.143698836287,0,1,0.9698313083146486,0.7550000000000004,0.95,0.0,0,0,0.0,0.0,4.950436370601287,5.087851706598641,0.027008518314149476,2744.875771479421,0.0,2744.875771479421
III - Central Luzon,HU,1000,31462110188,a,413972,Bulacan,1189.6804399999999,0,102582.84974502816,621.5852755,1.9139456594158013,1.9139456594158013,1189.6804399999999,102582.84974502816,80825.25,101557.02124757787,0,1.0,1100.4003534979322,0.1589955604331415,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.0691030197981613e-07,3255.9999120489824,0,1,0.9698313083146486,0.6750000000000004,0.95,0.1589955604331415,502,15,0.0,517.0,2.651898537767036,2.292743651249976,0.027008518314149476,2912.560991082149,5.069412035452443,2917.6304031176014
III - Central Luzon,HU,1000,31462110188,na,413972,Bulacan,62.614760000000054,0,102582.84974502816,32.71501450000003,1.9139456594158013,1.9139456594158013,62.614760000000054,102582.84974502816,80825.25,101557.02124757787,0,1.0,1100.4003534979322,0.0,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.0691030197981613e-07,3255.9999120489824,0,1,0.9698313083146486,0.6750000000000004,0.95,0.0,0,0,0.0,0.0,2.6518985377670363,2.725510539077112,0.027008518314149476,2742.904668295674,0.0,2742.904668295674
III - Central Luzon,HU,1000,34927019167,a,419208,Nueva Ecija,3134.5811449999997,0,31703.093141474572,655.103451,4.784864345036094,4.784864345036094,3134.5811449999997,31703.093141474572,36242.797,31386.06221005983,0,1.0,340.07726424608234,0.12695551930475893,9.747711529783028e-09,22302.6775,2.0,19393.96761265777,9.485022022617145e-08,1006.2624379892873,0,1,0.9698313083146486,0.7950000000000005,0.95,0.12695551930475893,123,3,0.0,126.0,0.8195657125292759,0.736844169748068,0.027008518314149476,889.2602147001458,1.0138824070904886,890.2740971072362
III - Central Luzon,HU,1000,34927019167,na,419208,Nueva Ecija,164.97795500000015,0,31703.093141474572,34.47912900000003,4.784864345036094,4.784864345036094,164.97795500000015,31703.093141474572,36242.797,31386.06221005983,0,1.0,340.07726424608234,0.0,9.747711529783028e-09,22302.6775,2.0,19393.96761265777,9.485022022617145e-08,1006.2624379892873,0,1,0.9698313083146486,0.7950000000000005,0.95,0.0,0,0,0.0,0.0,0.8195657125292759,0.8423154035318576,0.027008518314149476,847.6910360094357,0.0,847.6910360094357
III - Central Luzon,HU,1000,36945218005,a,436324,Tarlac,1682.4766949999998,0,1237458.8545065941,879.0618945,1.9139456567583024,1.9139456567583024,1682.4766949999998,1237458.8545065941,172848.7,1225084.2659615285,0,1.0,13274.150253406946,0.13783030412738204,9.747711529783061e-09,22302.6775,5.0,19393.96761265777,3.702264771043014e-06,39277.188452574606,0,1,0.9698313083146486,0.7550000000000004,0.95,0.13783030412738204,5250,163,0.0,5413.0,31.98990216170988,28.346807437934917,0.027008518314149476,34862.00504600667,55.08761078524988,34917.09265679192
III - Central Luzon,HU,1000,36945218005,na,436324,Tarlac,88.55140500000007,0,1237458.8545065941,46.26641550000004,1.9139456567583024,1.9139456567583024,88.55140500000007,1237458.8545065941,172848.7,1225084.2659615285,0,1.0,13274.150253406946,0.0,9.747711529783061e-09,22302.6775,5.0,19393.96761265777,3.702264771043014e-06,39277.188452574606,0,1,0.9698313083146486,0.7550000000000004,0.95,0.0,0,0,0.0,0.0,31.989902161709878,32.87788512421787,0.027008518314149476,33087.710833598314,0.0,33087.710833598314
III - Central Luzon,HU,1000,37754027558,a,440944,Aurora,4483.550934999999,1,58876.28338316848,1561.71317,2.8709183101785585,2.8709183101785585,4483.550934999999,58876.28338316848,20166.387,58287.5205493368,0,1.0,631.5625195489592,0.6760443628967671,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7614774747913677e-07,1868.7448632382773,0,1,0.9698313083146486,0.08499999999999999,0.95,0.6760443628967671,1225,38,0.0,1263.0,1.5220276118381832,0.5070528419359834,0.027008518314149476,1988.2615491384097,12.842510489812856,2001.1040596282226
III - Central Luzon,HU,1000,37754027558,na,440944,Aurora,235.9763650000002,1,58876.28338316848,82.19543000000007,2.8709183101785585,2.8709183101785585,235.9763650000002,58876.28338316848,20166.387,58287.5205493368,0,1.0,631.5625195489592,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7614774747913677e-07,1868.7448632382773,0,1,0.9698313083146486,0.08499999999999999,0.95,0.0,0,0,0.0,0.0,1.5220276118381835,1.5642763996258728,0.027008518314149476,1574.2595662431268,0.0,1574.2595662431268
III - Central Luzon,HU,1000,314116720249,a,445388,Bulacan,2458.5603849999998,0,128770.2803182764,856.3671354999999,2.8709186551916663,2.8709186551916663,2458.5603849999998,128770.2803182764,272367.69,127482.57751509365,0,1.0,1381.311421299497,0.1781893070227098,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.852586052808815e-07,4087.194130724049,0,1,0.9698313083146486,0.6150000000000003,0.95,0.1781893070227098,706,21,0.0,727.0,3.3288772824371207,2.81272873587709,0.027008518314149476,3681.7158560200155,7.097176849633421,3688.813032869649
III - Central Luzon,HU,1000,314116720249,na,445388,Bulacan,129.3979150000001,0,128770.2803182764,45.07195450000004,2.8709186551916663,2.8709186551916663,129.3979150000001,128770.2803182764,272367.69,127482.57751509365,0,1.0,1381.311421299497,0.0,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.852586052808815e-07,4087.194130724049,0,1,0.9698313083146486,0.6150000000000003,0.95,0.0,0,0,0.0,0.0,3.3288772824371198,3.4212810133438754,0.027008518314149476,3443.115529551387,0.0,3443.115529551387
III - Central Luzon,HU,1000,314330238002,a,454672,Bulacan,1909.9228449999998,0,172210.74382297735,665.2654490000001,2.8709184399564385,2.8709184399564385,1909.9228449999998,172210.74382297735,126659.27,170488.63638474754,0,1.0,1847.2947851414942,0.18184845053420345,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,5.15225025647529e-07,5466.003022290516,0,1,0.9698313083146486,0.6150000000000003,0.95,0.18184845053420345,963,29,0.0,992.0,4.451869107429005,3.745068402487171,0.027008518314149476,4930.101710827871,9.80086326854139,4939.9025740964125
III - Central Luzon,HU,1000,314330238002,na,454672,Bulacan,100.52225500000009,0,172210.74382297735,35.01397100000004,2.8709184399564385,2.8709184399564385,100.52225500000009,172210.74382297735,126659.27,170488.63638474754,0,1.0,1847.2947851414942,0.0,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,5.15225025647529e-07,5466.003022290516,0,1,0.9698313083146486,0.6150000000000003,0.95,0.0,0,0,0.0,0.0,4.451869107429004,4.575445100213513,0.027008518314149476,4604.645458151825,0.0,4604.645458151825
III - Central Luzon,HU,1000,349222206110,a,459292,Nueva Ecija,2340.133195,0,59675.679946263925,611.3374640000002,3.8278910304113136,3.8278910304113136,2340.133195,59675.679946263925,26471.117,59078.92314680129,0,1.0,640.1376006936306,0.1702019949423564,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7853940496565675e-07,1894.1178680397657,0,1,0.9698313083146486,0.6450000000000004,0.95,0.1702019949423564,312,9,0.0,321.0,1.542693040630987,1.3168149399164966,0.027008518314149476,1701.0779481280229,3.041647221271466,1704.1195953492943
III - Central Luzon,HU,1000,349222206110,na,459292,Nueva Ecija,123.1649050000001,0,59675.679946263925,32.17565600000004,3.8278910304113136,3.8278910304113136,123.1649050000001,59675.679946263925,26471.117,59078.92314680129,0,1.0,640.1376006936306,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7853940496565675e-07,1894.1178680397657,0,1,0.9698313083146486,0.6450000000000004,0.95,0.0,0,0,0.0,0.0,1.542693040630987,1.5855154640799602,0.027008518314149476,1595.634177790612,0.0,1595.634177790612
III - Central Luzon,HU,1000,349252198001,a,460480,Nueva Ecija,5551.390835,0,52131.983012505734,644.554594,8.612755050815757,8.612755050815757,5551.390835,52131.983012505734,44938.238,51610.66318238068,0,1.0,559.2167957713536,0.1838537732553356,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.559699568587021e-07,1654.6794374064718,0,1,0.9698313083146486,0.6150000000000003,0.95,0.1838537732553356,295,9,0.0,304.0,1.3476787773529253,1.1306176722988508,0.027008518314149476,1493.62597846396,3.041647221271466,1496.6676256852315
III - Central Luzon,HU,1000,349252198001,na,460480,Nueva Ecija,292.17846500000024,0,52131.983012505734,33.92392600000003,8.612755050815757,8.612755050815757,292.17846500000024,52131.983012505734,44938.238,51610.66318238068,0,1.0,559.2167957713536,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.559699568587021e-07,1654.6794374064718,0,1,0.9698313083146486,0.6150000000000003,0.95,0.0,0,0,0.0,0.0,1.3476787773529253,1.3850879506343428,0.027008518314149476,1393.9275417667288,0.0,1393.9275417667288
