,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
65,Ampara,PF,5.0,65,52104072021,helped,a,43493.30859375,0.0,3.241972232373575,0.0,488820.2543676173,1487823.1189086481,0.7150000000000004,222119.44157082093,0.0,222119.44157082093,0.0,72976.74068157049,0.0,72976.74068157049,0.7150000000000004,231792.14140470754,0.0,231792.14140470754,1,36346.798828125,0,0,0.0,0.002860588572073875,0.2663687495128213,-1,0.0,0.0,True,27742.479115295842,3.877838557269911,40735.021197301445,0.0,0.8472770850077547,9241.154106348373,0.0,9241.154106348373,29352.18645496924,29148.134792542598,0.0537927033590222,3.2239904665866926e-06
66,Ampara,PF,5.0,66,52104072031,helped,a,43493.30859375,0.0,4.862958348560363,4999.999877929688,388132.9627445792,1166142.5691605092,0.3950000000000002,341174.9158725964,0.0,341174.9158725964,0.0,112092.20168204392,0.0,112092.20168204392,0.3950000000000002,246856.29345171957,0.0,246856.29345171957,1,36346.798828125,0,0,0.0,0.0032102564850938565,0.6451689789460249,-1,0.0,0.0,True,108111.8142250806,5.764701150508927,32344.413562048267,0.0,0.8998784055445742,35791.22516057831,0.0,35791.22516057831,78821.64416730392,78520.17043335535,0.044041314781452456,3.2239904665866926e-06
67,Ampara,PF,5.0,67,52104072041,helped,a,43493.30859375,0.0,2.4314791742801813,8000.000244140625,288429.644044353,853544.3193535536,1.2150000000000007,63084.4336494001,0.0,63084.4336494001,0.0,20726.391755309654,0.0,20726.391755309654,1.2150000000000007,97373.97863933083,0.0,97373.97863933083,1,36346.798828125,0,0,0.0,0.0037240032272112186,0.0915401826117997,-1,0.0,0.0,True,1839.5168350547688,0.6504647073206229,24035.803670362748,0.0,0.8891381413013505,618.7094806452877,0.0,618.7094806452877,2906.6622462727,2872.1034939766555,0.01540720589796507,3.2239904665866926e-06
68,Ampara,PF,5.0,68,52104072051,helped,a,43493.30859375,0.0,0.8104930580933938,6000.0,137484.2297309482,400198.86254315026,0.5850000000000003,75747.9229110552,0.0,75747.9229110552,0.0,24886.90383695142,0.0,24886.90383695142,0.5850000000000003,69199.43873991874,0.0,69199.43873991874,1,36346.798828125,0,0,0.0,0.005393908229972148,0.3434887968492533,-1,0.0,0.0,True,13809.930050993597,1.38031860666905,11457.019144245683,0.0,0.8717275286796112,4588.665777377201,0.0,4588.665777377201,12759.051720859105,12686.601130901388,0.015646517757090805,3.2239904665866926e-06
69,Ampara,PF,5.0,69,52104072061,helped,a,43493.30859375,0.0,0.8104930580933938,6999.999755859375,398446.47928267147,1191446.4578244807,1.1150000000000009,92756.94499857484,0.0,92756.94499857484,0.0,30475.19345816801,0.0,30475.19345816801,1.1150000000000009,133899.18713157903,0.0,133899.18713157903,1,36346.798828125,0,0,0.0,0.0031684364354063414,0.10130561940338492,-1,0.0,0.0,True,3618.1237936165508,1.096609841385515,33203.87327355595,0.0,0.9207590581267465,1214.5617515031865,0.0,1214.5617515031865,5336.376872481031,5278.226875719297,0.02381398832034165,3.2239904665866926e-06
70,Ampara,PF,5.0,70,52104072062,helped,a,43493.30859375,0.0,3.241972232373575,30000.0,317493.8412242044,875045.8779013845,1.2150000000000007,65346.69089207463,0.0,65346.69089207463,0.0,21470.123272944813,0.0,21470.123272944813,1.2150000000000007,100866.35270681554,0.0,100866.35270681554,1,36346.798828125,0,0,0.0,0.0035494604635498118,0.08295996363735127,-1,0.0,0.0,True,1905.4833507605651,0.6738065471529922,26457.820102017035,0.0,0.9324663170095185,640.9668904996081,0.0,640.9668904996081,3010.9674358329275,2975.16855825101,0.01595988024426731,3.2239904665866926e-06
71,Ampara,PF,5.0,71,52104072071,helped,a,43493.30859375,0.0,1.6209861161867876,0.0,335218.1037876554,1020303.9670220191,1.2150000000000007,71670.93854906672,0.0,71670.93854906672,0.0,23547.29266340414,0.0,23547.29266340414,1.2150000000000007,110627.48300052025,0.0,110627.48300052025,1,36346.798828125,0,0,0.0,0.003454349397698688,0.08819920623633173,-1,0.0,0.0,True,2089.895881096456,0.738993753259571,27934.841982304617,0.0,0.9105171424562982,702.8935360195266,0.0,702.8935360195266,3302.2625496146693,3263.0003040781253,0.017504233957076565,3.2239904665866926e-06
72,Ampara,PF,5.0,72,52104072081,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,139548.878343871,424745.18099988136,1.2150000000000007,27977.97591480335,0.0,27977.97591480335,0.0,9192.088178732598,0.0,9192.088178732598,1.2150000000000007,43185.32891521869,0.0,43185.32891521869,1,36346.798828125,0,0,0.0,0.00535385765943229,0.07943508441854925,-1,0.0,0.0,True,815.8265792170903,0.28847884300736126,11629.073195322584,0.0,0.9550169130491174,274.38650615635567,0.0,274.38650615635567,1289.0946309322392,1273.7679422879921,0.00683307692032642,3.2239904665866926e-06
73,Ampara,PF,5.0,73,52104072091,helped,a,43493.30859375,0.0,4.862958348560363,0.0,98173.79896725177,298811.7748179861,0.6750000000000004,47142.02754203017,0.0,47142.02754203017,0.0,15488.385414661183,0.0,15488.385414661183,0.6750000000000004,47309.25400553156,0.0,47309.25400553156,1,36346.798828125,0,0,0.0,0.00638310806751584,0.28657651831059294,-1,0.0,0.0,True,6614.684324651667,0.8389838976861199,8181.149913937647,0.0,0.8576431046138095,2201.6858512433632,0.0,2201.6858512433632,6725.0466971373335,6680.933420020473,0.0109829061069604,3.2239904665866926e-06
74,Ampara,PF,5.0,74,52104072101,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,318447.18144782574,969258.2794514407,1.0350000000000006,90535.36254011649,0.0,90535.36254011649,0.0,29745.148051326578,0.0,29745.148051326578,1.0350000000000006,123449.24828034721,0.0,123449.24828034721,1,36346.798828125,0,0,0.0,0.0035441434439726772,0.13765053398503843,-1,0.0,0.0,True,4456.968580128472,1.1832160886141452,26537.265120652144,0.0,0.8417069424911204,1493.8199263337856,0.0,1493.8199263337856,6199.698406405648,6137.05257028526,0.023832776903930153,3.2239904665866926e-06
75,Ampara,PF,5.0,75,52104075011,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,86542.68964664827,263410.1457096851,0.6750000000000004,40917.87389289843,0.0,40917.87389289843,0.0,13443.456597972647,0.0,13443.456597972647,0.6750000000000004,41063.0214756791,0.0,41063.0214756791,1,36346.798828125,0,0,0.0,0.006798526605139847,0.2805972106992523,-1,0.0,0.0,True,5741.348710471125,0.7282130004503244,7211.890803887356,0.0,0.8576431046138095,1910.9976534767236,0.0,1910.9976534767236,5837.139958224809,5798.850949368308,0.009532834935058077,3.2239904665866926e-06
76,Ampara,PF,5.0,76,52104075021,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,91524.962232987,278574.6980628795,0.6750000000000004,44650.683319724616,0.0,44650.683319724616,0.0,14669.861020875722,0.0,14669.861020875722,0.6750000000000004,44809.07226168986,0.0,44809.07226168986,1,36346.798828125,0,0,0.0,0.006610894347261547,0.29357481885478176,-1,0.0,0.0,True,6265.113963896535,0.7946455907636221,7627.08018608225,0.0,0.8401105747663994,2085.331981653503,0.0,2085.331981653503,6369.643947039021,6327.861951875913,0.01040248559684187,3.2239904665866926e-06
77,Ampara,PF,5.0,77,52104075031,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,112328.2915320566,341893.83020781755,0.7150000000000004,50979.767352050156,0.0,50979.767352050156,0.0,16749.264430647145,0.0,16749.264430647145,0.7150000000000004,53199.79808736303,0.0,53199.79808736303,1,36346.798828125,0,0,0.0,0.005967403695672581,0.26592556953802443,-1,0.0,0.0,True,6367.318056739995,0.8900225305824847,9360.690961004717,0.0,0.8472770850077574,2120.9844715725753,0.0,2120.9844715725753,6736.770208704245,6689.937269611912,0.012346238055926051,3.2239904665866926e-06
78,Ampara,PF,5.0,78,52104075041,helped,a,43493.30859375,0.0,2.701648215347238,0.0,105059.57623133021,319770.0279051154,0.9650000000000006,30909.150466742805,0.0,30909.150466742805,0.0,10155.117635571483,0.0,10155.117635571483,0.9650000000000006,39982.44783597831,0.0,39982.44783597831,1,36346.798828125,0,0,0.0,0.006170383731441691,0.14475730531537068,-1,0.0,0.0,True,1865.3365296954141,0.4376124104915746,8754.964685944184,0.0,0.8732092971852361,624.3528772304801,0.0,624.3528772304801,2458.184852302386,2435.046521806449,0.00821283991182753,3.2239904665866926e-06
79,Ampara,PF,5.0,79,52104075051,helped,a,43493.30859375,0.0,7.204395240925965,0.0,53600.81345084749,163144.89576061151,0.7550000000000004,22688.94829063159,0.0,22688.94829063159,0.0,7454.392483762195,0.0,7454.392483762195,0.7617542948870079,17254.01462272249,0.0,17254.01462272249,2,36346.798828125,0,0,0.0,0.008638618704833699,0.2457224355759151,-1,0.0,0.7129094412331403,True,2800.1236954895626,0.43593946281577445,4466.734454237291,0.0,1.2987162318816952,933.5753954765613,0.0,933.5753954765613,3098.1193981321585,3075.1596122695114,0.006445621242939126,3.2239904665866926e-06
80,Ampara,PF,5.0,80,52104075071,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,70295.60521290696,213958.8645497968,0.7150000000000004,32598.532922510196,0.0,32598.532922510196,0.0,10710.159663926408,0.0,10710.159663926408,0.7272771694845942,33948.80638478196,0.0,33948.80638478196,2,36346.798828125,0,0,0.0,0.007543378653956656,0.2745792203188807,-1,0.0,0.0,True,3929.7453124283525,0.565393650445742,5857.96710107558,0.0,0.8305618763513616,1309.3268794303942,0.0,1309.3268794303942,4207.67233689675,4177.914313972258,0.007978660238094903,3.2239904665866926e-06
81,Ampara,PF,5.0,81,52104075081,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,91499.7670136834,278498.01132694556,1.0350000000000006,25193.835024738943,0.0,25193.835024738943,0.0,8277.366233105855,0.0,8277.366233105855,1.0350000000000006,34352.985483710676,0.0,34352.985483710676,1,36346.798828125,0,0,0.0,0.006611804466892258,0.13114177713601713,-1,0.0,0.0,True,1240.2681998257476,0.3292608556347574,7624.9805844736175,0.0,0.8647124001662073,415.69450571366383,0.0,415.69450571366383,1725.2284021606556,1707.7955580661223,0.006632094163570912,3.2239904665866926e-06
82,Ampara,PF,5.0,82,52104075091,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,96167.64427858661,292705.63805455674,0.7550000000000004,41356.840546086496,0.0,41356.840546086496,0.0,13587.677902469975,0.0,13587.677902469975,0.7550000000000004,44812.0925147653,0.0,44812.0925147653,1,36346.798828125,0,0,0.0,0.006449343473240739,0.24752967231614206,-1,0.0,0.0,True,4597.946115445001,0.705031282040224,8013.970356548884,0.0,0.8362800190694308,1532.7789890883284,0.0,1532.7789890883284,5055.097298945292,5017.9699862178395,0.010331198257517826,3.2239904665866926e-06
83,Ampara,PF,5.0,83,52104075101,helped,a,43493.30859375,0.0,6.303845835810221,0.0,61103.83843174395,185981.8668733748,0.7550000000000004,26151.346841002796,0.0,26151.346841002796,0.0,8591.954145901176,0.0,8591.954145901176,0.7650335247987596,24757.03960361895,0.0,24757.03960361895,2,36346.798828125,0,0,0.0,0.008090879801493745,0.24640567554008572,-1,0.0,0.09633911368015413,True,2874.785795260316,0.45086089499896076,5091.986535978663,0.0,0.9838398363896044,958.5286783768436,0.0,958.5286783768436,3190.4952621309867,3166.748103264525,0.006695152524386572,3.2239904665866926e-06
84,Ampara,PF,5.0,84,52105079011,helped,a,43493.30859375,0.0,0.9005494051157459,3000.0,121001.98601080448,359162.8984386599,0.6150000000000003,63646.27842081034,0.0,63646.27842081034,0.0,20910.876825714222,0.0,20910.876825714222,0.6150000000000003,60053.3380545126,0.0,60053.3380545126,1,36346.798828125,0,0,0.0,0.005749548561385856,0.32350453465649454,-1,0.0,0.0,True,10633.766909536975,1.1545005978116478,10083.498834233707,0.0,0.8615060972465545,3535.350513349368,0.0,3535.350513349368,10153.072469152428,10092.439646937386,0.013761872613059722,3.2239904665866926e-06
85,Ampara,PF,5.0,85,52105079021,helped,a,43493.30859375,0.0,1.8010988102314913,1500.0,71679.36767253355,213605.0890193965,0.8450000000000005,24606.373578830327,0.0,24606.373578830327,0.0,8084.389618881156,0.0,8084.389618881156,0.8450000000000005,28876.775292992796,0.0,28876.775292992796,1,36346.798828125,0,0,0.0,0.0074702117577714056,0.18041802945421798,-1,0.0,0.0,True,2105.4467048421684,0.39179131014657287,5973.280639377796,0.0,0.882873617832288,703.0982432105045,0.0,703.0982432105045,2511.4039160831526,2490.7361739113826,0.0064310823730764355,3.2239904665866926e-06
86,Ampara,PF,5.0,86,52105079031,helped,a,43493.30859375,0.0,0.9005494051157459,1000.000030517578,118426.92912961752,357412.5741281012,0.7150000000000004,54325.522576123316,0.0,54325.522576123316,0.0,17848.52474536064,0.0,17848.52474536064,0.7150000000000004,56691.273387288835,0.0,56691.273387288835,1,36346.798828125,0,0,0.0,0.005811721060114054,0.27052735967808367,-1,0.0,0.0,True,6785.199282139828,0.948434316276348,9868.91076080146,0.0,0.8309189874368603,2260.185954883101,0.0,2260.185954883101,7178.901462889638,7128.9948987647595,0.013156514646169626,3.2239904665866926e-06
87,Ampara,PF,5.0,87,52105079041,helped,a,43493.30859375,0.0,4.502747025578729,0.0,74376.5569144563,226380.06484676414,1.2150000000000007,14917.200699418034,0.0,14917.200699418034,0.0,4901.00587070528,0.0,4901.00587070528,1.2150000000000007,23025.4047204982,0.0,23025.4047204982,1,36346.798828125,0,0,0.0,0.007333511219318926,0.07948081902621894,-1,0.0,0.0,True,434.97960163951143,0.15381015452228652,6198.046409538026,0.0,0.9550169130491185,146.29645096594652,0.0,146.29645096594652,687.315029104156,679.1431981160982,0.00364323638441455,3.2239904665866926e-06
88,Ampara,PF,5.0,88,52105079051,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,101437.96853380528,308746.9338089718,0.9050000000000006,33087.55876879392,0.0,33087.55876879392,0.0,10870.827780676802,0.0,10870.827780676802,0.9050000000000006,40815.06846643532,0.0,40815.06846643532,1,36346.798828125,0,0,0.0,0.0062795673698045045,0.1679435662135202,-1,0.0,0.0,True,2377.6510052527838,0.4984712145026009,8453.164044483774,0.0,0.8657766220880195,794.9118226329801,0.0,794.9118226329801,2984.5363315583713,2958.210602970931,0.008768257317058215,3.2239904665866926e-06
89,Ampara,PF,5.0,89,52105079061,helped,a,43493.30859375,0.0,4.502747025578729,0.0,88562.66069045712,269558.3353390057,0.7550000000000004,37873.48552830546,0.0,37873.48552830546,0.0,12443.231049746355,0.0,12443.231049746355,0.7550000000000004,41037.71262361699,0.0,41037.71262361699,1,36346.798828125,0,0,0.0,0.006720547699471256,0.2456517532527534,-1,0.0,0.0,True,4210.6757519153125,0.6456487416536874,7380.22172420476,0.0,0.8362800190694268,1403.6778945102649,0.0,1403.6778945102649,4629.322546591323,4595.322349218386,0.00946103431812162,3.2239904665866926e-06
90,Ampara,PF,5.0,90,52105079071,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,102760.33082992432,312771.81039327837,1.1150000000000009,25062.52616543721,0.0,25062.52616543721,0.0,8234.22506317184,0.0,8234.22506317184,1.1150000000000009,36178.941737634355,0.0,36178.941737634355,1,36346.798828125,0,0,0.0,0.006239032512030306,0.10895128535106577,-1,0.0,0.0,True,977.6014318787562,0.29629799269849855,8563.360902493694,0.0,0.886479943489796,328.1632450018412,0.0,328.1632450018412,1441.8598994161196,1426.1480869860036,0.006434424066743105,3.2239904665866926e-06
91,Ampara,PF,5.0,91,52105079091,helped,a,43493.30859375,0.0,4.502747025578729,0.0,97794.88630633907,297658.47764603805,0.7950000000000005,38481.900266045166,0.0,38481.900266045166,0.0,12643.124063292942,0.0,12643.124063292942,0.7950000000000005,43236.23477479887,0.0,43236.23477479887,1,36346.798828125,0,0,0.0,0.006395461996676583,0.21864566334010457,-1,0.0,0.0,True,3808.2974564600313,0.6379144754563555,8149.5738588615895,0.0,0.8541276643454366,1270.51922285717,0.0,1270.51922285717,4344.849194736153,4311.230387363161,0.009846745603212526,3.2239904665866926e-06
92,Ampara,PF,5.0,92,52105079101,helped,a,43493.30859375,0.0,4.502747025578729,0.0,204269.3147260458,621734.8937928361,0.7950000000000005,78555.8675412903,0.0,78555.8675412903,0.0,25809.31742865337,0.0,25809.31742865337,0.7950000000000005,88261.23212397919,0.0,88261.23212397919,1,36346.798828125,0,0,0.0,0.0044251544125620485,0.21193633812310145,-1,0.0,0.0,True,7774.151184822764,1.3022206463342627,17022.44289383715,0.0,0.8541276643454405,2593.6021633395294,0.0,2593.6021633395294,8869.452793882301,8800.824307226741,0.020100869187103854,3.2239904665866926e-06
93,Ampara,PF,5.0,93,52105080021,helped,a,43493.30859375,0.0,3.0393488092211913,0.0,156100.25071455978,475122.62392035616,0.6450000000000004,78500.40047378233,0.0,78500.40047378233,0.0,25791.093873915117,0.0,25791.093873915117,0.6450000000000004,76423.85217950476,0.0,76423.85217950476,1,36346.798828125,0,0,0.0,0.005062070570393299,0.3051390429587537,-1,0.0,0.0,True,12019.30528654703,1.4126399530245806,13008.354226213314,0.0,0.8509233031929824,3998.2924558329523,0.0,3998.2924558329523,11847.691032758103,11773.458181111513,0.01766547369197724,3.2239904665866926e-06
94,Ampara,PF,5.0,94,52105080031,helped,a,43493.30859375,0.0,2.0262325394807945,0.0,257854.53057833834,784832.315113667,1.1150000000000009,66077.38039121039,0.0,66077.38039121039,0.0,21709.544286736204,0.0,21709.544286736204,1.1150000000000009,95385.82342293585,0.0,95385.82342293585,1,36346.798828125,0,0,0.0,0.003938606673433383,0.11756371226062672,-1,0.0,0.0,True,2577.44735142973,0.7811900142648369,21487.87754819486,0.0,0.8534629272362392,865.2027903038932,0.0,865.2027903038932,3801.4653597026627,3760.0411473257063,0.016964366794056218,3.2239904665866926e-06
95,Ampara,PF,5.0,95,52105080041,helped,a,43493.30859375,0.0,7.09181388818278,0.0,117991.63777099803,359131.36770630383,0.9050000000000006,39977.61242269051,0.0,39977.61242269051,0.0,13134.53623963311,0.0,13134.53623963311,0.9050000000000006,49314.27548216804,0.0,49314.27548216804,1,36346.798828125,0,0,0.0,0.005822431408274671,0.1775834926594276,-1,0.0,0.0,True,2872.7658945350786,0.6022713599544005,9832.636480916502,0.0,0.8397760724634945,960.4418681201528,0.0,960.4418681201528,3606.027194638761,3574.219475563209,0.01059413283080346,3.2239904665866926e-06
96,Ampara,PF,5.0,96,52105080051,helped,a,43493.30859375,0.0,2.0262325394807945,49.999998092651346,57668.25934297946,175372.80387587321,0.6150000000000003,31092.42295343336,0.0,31092.42295343336,0.0,10215.33238955419,0.0,10215.33238955419,0.6184969317676206,21321.460514854458,0.0,21321.460514854458,2,36346.798828125,0,0,0.0,0.00832839997581249,0.33807303397893584,-1,0.0,0.7129094412331403,True,5718.224173085255,0.6266951734973105,4805.6882785816215,0.0,1.2845704990686815,1901.229874754025,0.0,1901.229874754025,5480.333336095167,5447.417928762717,0.007513060268593108,3.2239904665866926e-06
97,Ampara,PF,5.0,97,52105080061,helped,a,43493.30859375,0.0,4.052465078961589,0.0,43978.161544766444,133856.4122267218,0.7950000000000005,17692.234586209903,0.0,17692.234586209903,0.0,5812.735735082827,0.0,5812.735735082827,0.5199382773105659,7631.362716641447,0.0,7631.362716641447,2,36346.798828125,0,0,0.0,0.009536992927029751,0.20289053888928293,-1,2.90944123314066,2.90944123314066,True,8904.444678873666,0.734074470099273,3664.8467953972036,5620.524892327499,3.1853579179692315,2954.986670607093,0.0,2954.986670607093,7631.362716641448,7593.872121179103,-0.011712322462557267,3.2239904665866926e-06
98,Ampara,PF,5.0,98,52105080071,helped,a,43493.30859375,0.0,9.118046427663575,0.0,49828.32154581401,151662.55512097134,0.8450000000000005,17525.83449483881,0.0,17525.83449483881,0.0,5758.0654359343125,0.0,5758.0654359343125,0.8557593804033664,13481.522717689015,0.0,13481.522717689015,2,36346.798828125,0,0,0.0,0.008959666954076136,0.19143431165977448,-1,0.0,1.5992292870905562,True,1737.5218251581437,0.3304902281609827,4152.360128817834,0.0,1.4426965155929667,580.3487790197285,0.0,580.3487790197285,2091.9695593662336,2074.531951886838,0.005494501692496101,3.2239904665866926e-06
99,Ampara,PF,5.0,99,52105080081,helped,a,43493.30859375,0.0,7.09181388818278,0.0,58331.51470211651,177543.7399725677,1.0350000000000006,16158.070673543256,0.0,16158.070673543256,0.0,5308.6903384892985,0.0,5308.6903384892985,1.0593825092188323,21984.715873991507,0.0,21984.715873991507,2,36346.798828125,0,0,0.0,0.008280915798245584,0.1321168964095466,-1,0.0,0.0,True,741.3629482772801,0.2051168620807502,4860.9595585097095,0.0,0.8650992097224234,248.59568353004732,0.0,248.59568353004732,1050.1786722327931,1039.3135769732096,0.0042298673909932916,3.2239904665866926e-06
